Sport,Country,League Name,Margin,Total Records,Success Records,Avg. Odd,Success Rate,Money Made,Money Per Game,Rate Of Available Money
soccer,italy,serie-c2-c,1.40,33,27,1.3764,0.8182,4.02,0.1218,0.3237
soccer,italy,serie-c2-c,1.50,41,33,1.4537,0.8049,7.04,0.1717,0.3785
soccer,japan,j-league,1.20,28,28,1.1625,1.0000,4.55,0.1625,1.0000
soccer,japan,j-league,1.30,81,81,1.2632,1.0000,21.32,0.2632,1.0000
soccer,kazakhstan,premier-league,1.40,95,79,1.3582,0.8316,12.35,0.1300,0.3629
soccer,lithuania,i-lyga,1.50,22,17,1.4700,0.7727,2.84,0.1291,0.2747
soccer,luxembourg,national-division,1.30,45,45,1.2520,1.0000,11.34,0.2520,1.0000
soccer,malta,premier-league,1.20,100,96,1.1545,0.9600,10.85,0.1085,0.7023
soccer,mexico,copa-mexico,1.40,68,56,1.3540,0.8235,7.91,0.1163,0.3286
soccer,montenegro,prva-crnogorska-liga,1.50,149,119,1.4536,0.7987,24.1,0.1617,0.3566
soccer,netherlands,eerste-divisie,1.20,74,71,1.1759,0.9595,9.41999999999999,0.1273,0.7235
soccer,netherlands,eredivisie,1.20,148,142,1.1626,0.9595,17.23,0.1164,0.7158
soccer,new-zealand,football-championship,1.40,64,54,1.3606,0.8438,9.46,0.1478,0.4099
soccer,nigeria,premier-league,1.40,112,96,1.3510,0.8571,17.47,0.1560,0.4444
soccer,norway,division-2-group-1,1.50,128,101,1.4496,0.7891,18.29,0.1429,0.3178
soccer,norway,division-2-group-4,1.20,85,81,1.1671,0.9529,9.4,0.1106,0.6620
soccer,paraguay,primera-division,1.30,103,91,1.2632,0.8835,11.96,0.1161,0.4412
soccer,peru,primera-division,1.30,140,122,1.2664,0.8714,14.41,0.1029,0.3863
soccer,peru,segunda-division,1.40,44,36,1.3582,0.8182,5.07,0.1152,0.3217
soccer,poland,division-2-east,1.40,45,39,1.3684,0.8667,8.3,0.1844,0.5006
soccer,poland,division-2-west,1.50,34,28,1.4629,0.8235,6.92,0.2035,0.4396
soccer,poland,ekstraklasa,1.20,56,53,1.1748,0.9464,6.19,0.1105,0.6323
soccer,poland,ekstraklasa,1.30,127,119,1.2543,0.9370,21.9,0.1724,0.6780
soccer,poland,mloda-ekstraklasa-u21,1.40,50,45,1.3350,0.9000,10,0.2000,0.5970
soccer,poland,mloda-ekstraklasa-u21,1.50,72,56,1.4590,0.7778,9.6,0.1333,0.2905
soccer,portugal,league-cup,1.20,27,26,1.1593,0.9630,3.18,0.1178,0.7395
soccer,portugal,league-cup,1.40,29,26,1.3545,0.8966,6.21,0.2141,0.6041
soccer,portugal,primeira-liga,1.40,138,126,1.3608,0.9130,33.87,0.2454,0.6803
soccer,portugal,segunda-liga,1.30,123,110,1.2613,0.8943,15.34,0.1247,0.4773
soccer,romania,liga-2-serie-1,1.40,191,155,1.3555,0.8115,19.22,0.1006,0.2831
soccer,romania,liga-2-serie-2,1.20,104,101,1.1664,0.9712,13.92,0.1338,0.8042
soccer,romania,romanian-cup,1.50,22,18,1.4609,0.8182,4.26,0.1936,0.4201
soccer,russia,division-2-center,1.40,55,48,1.3671,0.8727,10.78,0.1960,0.5339
soccer,russia,division-2-center,1.50,127,97,1.4665,0.7638,15.28,0.1203,0.2579
soccer,russia,division-2-ural-povolzhye,1.30,57,53,1.2674,0.9298,10.12,0.1775,0.6640
soccer,russia,division-2-west,1.50,102,85,1.4674,0.8333,22.47,0.2203,0.4714
soccer,san-marino,campionato-sammarinese,1.30,27,25,1.2874,0.9259,5.16,0.1911,0.6649
soccer,saudi-arabia,saudi-professional-league,1.30,40,36,1.2600,0.9000,5.32,0.1330,0.5115
soccer,scotland,betfred-cup,1.50,29,24,1.4566,0.8276,5.91,0.2038,0.4464
soccer,scotland,championship,1.20,20,20,1.1860,1.0000,3.72,0.1860,1.0000
soccer,scotland,league-one,1.20,28,28,1.1643,1.0000,4.6,0.1643,1.0000
soccer,scotland,league-two,1.50,104,80,1.4498,0.7692,12.22,0.1175,0.2612
soccer,scotland,premiership,1.50,25,20,1.4560,0.8000,4.15,0.1660,0.3640
soccer,serbia,super-liga,1.30,131,117,1.2491,0.8931,14.89,0.1137,0.4563
soccer,serbia,super-liga,1.40,184,153,1.3552,0.8315,23.71,0.1289,0.3628
soccer,singapore,s-league,1.20,83,79,1.1654,0.9518,9.13,0.1100,0.6650
soccer,south-korea,k-league-challenge,1.40,22,19,1.3623,0.8636,3.92,0.1782,0.4918
soccer,spain,laliga,1.40,285,236,1.3596,0.8281,35.99,0.1263,0.3512
soccer,spain,laliga2,1.30,187,169,1.2566,0.9037,25.93,0.1387,0.5403
soccer,spain,segunda-division-b-group-1,1.20,44,44,1.1564,1.0000,6.88,0.1564,1.0000
soccer,spain,segunda-division-b-group-2,1.20,26,26,1.1350,1.0000,3.51,0.1350,1.0000
soccer,spain,segunda-division-b-group-2,1.30,27,27,1.2711,1.0000,7.32,0.2711,1.0000
soccer,sweden,allsvenskan-women,1.40,71,65,1.3570,0.9155,17.28,0.2434,0.6817
soccer,sweden,division-1-sodra,1.40,102,88,1.3435,0.8627,16.16,0.1584,0.4612
soccer,sweden,division-2-ostra-gotaland,1.40,25,22,1.3684,0.8800,5.25,0.2100,0.5700
soccer,sweden,division-2-ostra-gotaland,1.50,60,47,1.4615,0.7833,9.09,0.1515,0.3283
soccer,sweden,division-2-sodra-svealand,1.40,81,71,1.3519,0.8765,14.83,0.1831,0.5204
soccer,sweden,division-2-vastra-gotaland,1.40,76,63,1.3508,0.8289,9.41,0.1238,0.3530
soccer,switzerland,swiss-cup,1.50,22,17,1.4495,0.7727,2.49,0.1132,0.2518
soccer,tunisia,ligue-professionnelle-1,1.20,36,36,1.1822,1.0000,6.56,0.1822,1.0000
soccer,tunisia,ligue-professionnelle-1,1.50,102,81,1.4540,0.7941,16.11,0.1579,0.3479
soccer,turkey,spor-toto-2-lig-red-group,1.40,31,27,1.3694,0.8710,5.85,0.1887,0.5109
soccer,turkey,tff-1-lig,1.30,143,136,1.2576,0.9510,27.88,0.1950,0.7568
soccer,turkey,tff-2-lig-group-2,1.40,20,16,1.4000,0.8000,2.4,0.1200,0.3000
soccer,turkey,tff-3-lig-group-3,1.40,29,27,1.3710,0.9310,8.12,0.2800,0.7546
soccer,turkey,turkish-cup,1.40,88,78,1.3488,0.8864,17.17,0.1951,0.5595
soccer,uganda,premier-league,1.30,22,21,1.2827,0.9545,4.93,0.2241,0.7926
soccer,ukraine,persha-liga,1.50,100,80,1.4617,0.8000,16.62,0.1662,0.3600
soccer,ukraine,youth-league,1.20,20,20,1.1620,1.0000,3.24,0.1620,1.0000
soccer,united-arab-emirates,uae-league,1.20,33,33,1.1724,1.0000,5.69,0.1724,1.0000
soccer,united-arab-emirates,uae-league,1.30,76,68,1.2549,0.8947,9.09,0.1196,0.4693
soccer,usa,us-open-cup,1.50,39,30,1.4562,0.7692,4.58,0.1174,0.2574
soccer,uzbekistan,professional-football-league,1.20,103,100,1.1552,0.9709,12.63,0.1226,0.7899
soccer,uzbekistan,professional-football-league,1.30,55,52,1.2578,0.9455,10.43,0.1896,0.7355
soccer,uzbekistan,professional-football-league,1.50,40,37,1.4525,0.9250,13.66,0.3415,0.7547
soccer,venezuela,primera-division,1.20,21,21,1.1824,1.0000,3.83,0.1824,1.0000
soccer,venezuela,primera-division,1.40,123,106,1.3716,0.8618,22.49,0.1828,0.4920
soccer,world,club-friendly,1.20,33,33,1.1433,1.0000,4.73,0.1433,1.0000
soccer,world,world-cup-u17,1.30,24,24,1.2525,1.0000,6.06,0.2525,1.0000
soccer,world,world-cup,1.20,38,38,1.1476,1.0000,5.61,0.1476,1.0000
soccer,world,world-cup,1.50,46,46,1.4463,1.0000,20.53,0.4463,1.0000
soccer,yemen,division-1,1.40,50,42,1.3500,0.8400,6.77999999999999,0.1356,0.3874
soccer,yemen,division-1,1.50,29,22,1.4603,0.7586,3.05,0.1052,0.2285
volleyball,asia,asian-championship,1.40,20,18,1.3480,0.9000,4.2,0.2100,0.6034
volleyball,austria,2-bundesliga-east,1.30,50,44,1.2768,0.8800,6.08,0.1216,0.4393
volleyball,austria,2-bundesliga-south,1.50,54,40,1.5000,0.7407,6,0.1111,0.2222
volleyball,austria,2-bundesliga-west,1.50,29,25,1.4972,0.8621,8.42,0.2903,0.5839
volleyball,austria,avl,1.50,68,59,1.4610,0.8676,18.24,0.2682,0.5818
volleyball,belgium,ere-divisie-women,1.40,48,42,1.3556,0.8750,9.12,0.1900,0.5343
volleyball,belgium,ethias-league,1.50,64,50,1.4564,0.7813,8.78,0.1372,0.3006
volleyball,brazil,superliga-women,1.30,109,99,1.2504,0.9083,14.65,0.1344,0.5368
volleyball,brazil,superliga-women,1.40,49,43,1.3578,0.8776,9.29,0.1896,0.5299
volleyball,brazil,superliga-women,1.50,38,31,1.4732,0.8158,7.76,0.2042,0.4316
volleyball,bulgaria,superliga,1.50,62,49,1.4519,0.7903,8.94,0.1442,0.3191
volleyball,china,cvl,1.50,24,19,1.4667,0.7917,3.82,0.1592,0.3411
volleyball,croatia,superliga-women,1.40,68,63,1.3656,0.9265,18.16,0.2671,0.7305
volleyball,cyprus,opap-championship,1.20,26,26,1.1454,1.0000,3.78,0.1454,1.0000
volleyball,czech-republic,extraliga-women,1.40,83,69,1.3558,0.8313,10.64,0.1282,0.3603
volleyball,czech-republic,extraliga,1.40,142,118,1.3501,0.8310,17.45,0.1229,0.3510
volleyball,europe,cev-cup-women,1.40,36,32,1.3550,0.8889,7.32,0.2033,0.5728
volleyball,europe,cev-cup,1.30,56,50,1.2539,0.8929,6.68,0.1193,0.4698
volleyball,europe,cev-cup,1.40,54,48,1.3511,0.8889,10.9,0.2019,0.5749
volleyball,europe,champions-league,1.40,60,51,1.3465,0.8500,8.43,0.1405,0.4055
volleyball,europe,european-championship-u19-women,1.40,32,26,1.3675,0.8125,3.74,0.1169,0.3180
volleyball,europe,european-championship-u20,1.30,39,37,1.2536,0.9487,7.29,0.1869,0.7371
volleyball,europe,european-championship-u20,1.40,46,38,1.3500,0.8261,5.1,0.1109,0.3168
volleyball,europe,european-championships-women,1.40,27,23,1.3463,0.8519,3.92,0.1452,0.4193
volleyball,europe,european-championships,1.30,53,49,1.2432,0.9245,7.87,0.1485,0.6106
volleyball,europe,european-championships,1.50,26,23,1.4404,0.8846,7.16,0.2754,0.6253
volleyball,finland,mestaruusliiga,1.40,151,125,1.3581,0.8278,18.95,0.1255,0.3505
volleyball,france,pro-b,1.40,70,57,1.3546,0.8143,7.33,0.1047,0.2953
volleyball,germany,1-bundesliga-women,1.30,117,106,1.2535,0.9060,15.92,0.1361,0.5367
volleyball,germany,2-bundesliga-north-women,1.40,29,25,1.4000,0.8621,6,0.2069,0.5172
volleyball,germany,2-bundesliga-south-women,1.30,28,25,1.2539,0.8929,3.48,0.1243,0.4895
volleyball,germany,2-bundesliga-south,1.20,97,93,1.1737,0.9588,12.32,0.1270,0.7312
volleyball,greece,a1-women,1.50,64,55,1.4520,0.8594,16,0.2500,0.5531
volleyball,iran,super-league,1.30,48,45,1.2463,0.9375,8.01,0.1669,0.6777
volleyball,israel,premier-league,1.30,34,30,1.2476,0.8824,3.5,0.1029,0.4157
volleyball,japan,v-premier-league,1.40,134,110,1.3597,0.8209,15.65,0.1168,0.3247
volleyball,netherlands,eredivisie-women,1.30,75,65,1.2691,0.8667,7.71,0.1028,0.3821
volleyball,netherlands,eredivisie,1.30,106,95,1.2672,0.8962,14.59,0.1376,0.5152
volleyball,romania,divizia-a1-women,1.30,87,78,1.2549,0.8966,10.57,0.1215,0.4766
volleyball,romania,divizia-a1,1.30,137,125,1.2704,0.9124,21.86,0.1596,0.5902
volleyball,romania,divizia-a1,1.40,110,94,1.3591,0.8545,17.88,0.1625,0.4527
volleyball,romania,divizia-a1,1.50,88,69,1.4518,0.7841,12.07,0.1372,0.3036
volleyball,russia,superleague-east,1.30,20,18,1.2390,0.9000,2.32,0.1160,0.4854
volleyball,russia,superleague-women,1.50,69,59,1.4457,0.8551,16.34,0.2368,0.5314
volleyball,russia,superleague,1.50,107,98,1.4501,0.9159,35.28,0.3297,0.7326
volleyball,russia,vysshaya-league,1.50,51,40,1.4553,0.7843,7.00999999999999,0.1375,0.3019
volleyball,serbia,liga-women,1.20,78,75,1.1572,0.9615,8.72,0.1118,0.7113
volleyball,serbia,liga-women,1.50,40,33,1.4495,0.8250,7.93,0.1983,0.4410
volleyball,slovakia,extraliga,1.50,34,32,1.4594,0.9412,12.62,0.3712,0.8079
volleyball,south-korea,volleyball-league,1.30,106,94,1.2555,0.8868,11.96,0.1128,0.4417
volleyball,spain,superliga-women,1.40,62,50,1.3682,0.8065,6.44,0.1039,0.2821
volleyball,sweden,elitserien-women,1.40,41,34,1.3541,0.8293,5.04,0.1229,0.3471
volleyball,sweden,elitserien,1.30,51,49,1.2402,0.9608,9.79,0.1920,0.7992
volleyball,sweden,elitserien,1.40,55,46,1.3589,0.8364,7.43,0.1351,0.3764
volleyball,switzerland,nla-women,1.20,73,71,1.1601,0.9726,9.29,0.1273,0.7947
volleyball,turkey,division-1-women,1.20,66,63,1.1588,0.9545,7.06,0.1070,0.6737
volleyball,turkey,division-1,1.40,67,63,1.3519,0.9403,18.26,0.2725,0.7744
volleyball,ukraine,superleague,1.30,39,35,1.2656,0.8974,5.34,0.1369,0.5154
volleyball,world,friendly-international-women,1.50,31,26,1.4513,0.8387,6.72,0.2168,0.4803
volleyball,world,friendly-international,1.50,39,31,1.4485,0.7949,5.99,0.1536,0.3425
volleyball,world,pan-american-cup-women,1.20,27,26,1.1596,0.9630,3.11,0.1152,0.7216
volleyball,world,world-championship-u20-women,1.30,43,39,1.2549,0.9070,5.84,0.1358,0.5328
volleyball,world,world-championship-u21,1.20,57,55,1.1567,0.9649,6.63,0.1163,0.7424
volleyball,world,world-championship-u21,1.40,30,25,1.3437,0.8333,3.51,0.1170,0.3404
volleyball,world,world-championship-u21,1.50,34,30,1.4432,0.8824,9.35,0.2750,0.6204
water-polo,europe,champions-league,1.20,48,46,1.1500,0.9583,4.84,0.1008,0.6722
water-polo,europe,champions-league,1.40,36,31,1.3542,0.8611,6.08,0.1689,0.4769
water-polo,hungary,ob-i,1.20,44,42,1.1625,0.9545,4.75,0.1080,0.6643
water-polo,hungary,ob-i,1.40,64,56,1.3478,0.8750,11.56,0.1806,0.5193
water-polo,italy,a1,1.40,57,51,1.3495,0.8947,11.67,0.2047,0.5858
