Sport,Country,League,Category,Total games,Succeful,Avg. Odd,Success rate,Total win,Win per game,Money Usage Rate,Season
soccer,greece,greek-cup,1.3,12,10,1.2483,0.8333,0.44,0.0367,0.1477,2015
soccer,greece,greek-cup,1.4,10,6,1.352,0.6,-1.9,-0.19,-0.5398,2015
soccer,greece,greek-cup,1.5,8,4,1.455,0.5,-2.08,-0.26,-0.5714,2015
soccer,greece,greek-cup,1.1,12,9,1.08,0.75,-2.34,-0.195,-2.4375,2014
soccer,greece,greek-cup,1.2,18,12,1.1783,0.6667,-3.78,-0.21,-1.1776,2014
soccer,greece,greek-cup,1.4,15,12,1.374,0.8,1.56,0.104,0.2781,2014
soccer,greece,greek-cup,1.5,9,0,1.46,0,-9,-1,-2.1739,2014
soccer,greece,greek-cup,1.1,4,4,1.075,1,0.3,0.075,1,2013
soccer,greece,greek-cup,1.2,10,10,1.162,1,1.62,0.162,1,2013
soccer,greece,greek-cup,1.3,8,6,1.2475,0.75,-0.54,-0.0675,-0.2727,2013
soccer,greece,greek-cup,1.4,8,6,1.345,0.75,0.12,0.015,0.0435,2013
soccer,greece,greek-cup,1.5,6,2,1.4433,0.3333,-3.16,-0.5267,-1.188,2013
soccer,greece,greek-cup,1.1,2,2,1.06,1,0.12,0.06,1,2012
soccer,greece,greek-cup,1.2,8,8,1.1475,1,1.18,0.1475,1,2012
soccer,greece,greek-cup,1.3,10,10,1.252,1,2.52,0.252,1,2012
soccer,greece,greek-cup,1.4,8,4,1.35,0.5,-2.62,-0.3275,-0.9357,2012
soccer,greece,greek-cup,1.5,16,14,1.455,0.875,4.44,0.2775,0.6099,2012
soccer,greece,greek-cup,1.1,4,4,1.07,1,0.28,0.07,1,2011
soccer,greece,greek-cup,1.2,8,8,1.1575,1,1.26,0.1575,1,2011
soccer,greece,greek-cup,1.4,10,6,1.352,0.6,-1.84,-0.184,-0.5227,2011
soccer,greece,greek-cup,1.5,4,2,1.46,0.5,-1.12,-0.28,-0.6087,2011
soccer,greece,greek-cup,1.1,2,2,1.1,1,0.2,0.1,1,2010
soccer,greece,greek-cup,1.2,1,1,1.13,1,0.13,0.13,1,2010
soccer,greece,greek-cup,1.3,3,2,1.2533,0.6667,-0.48,-0.16,-0.6316,2010
soccer,greece,greek-cup,1.4,1,1,1.36,1,0.36,0.36,1,2010
soccer,greece,greek-cup,1.5,4,2,1.45,0.5,-1.13,-0.2825,-0.6278,2010
soccer,greece,greek-cup,1.1,1,1,1.07,1,0.07,0.07,1,2009
soccer,greece,greek-cup,1.2,3,3,1.1567,1,0.47,0.1567,1,2009
soccer,greece,greek-cup,1.3,2,1,1.275,0.5,-0.75,-0.375,-1.3636,2009
soccer,greece,greek-cup,1.4,2,0,1.38,0,-2,-1,-2.6316,2009
soccer,greece,greek-cup,1.5,1,1,1.43,1,0.43,0.43,1,2009
soccer,greece,greek-cup,1.2,5,3,1.178,0.6,-1.48,-0.296,-1.6629,2008
soccer,greece,greek-cup,1.3,3,3,1.27,1,0.81,0.27,1,2008
soccer,greece,greek-cup,1.4,3,3,1.35,1,1.05,0.35,1,2008
soccer,greece,greek-cup,1.5,3,2,1.4767,0.6667,-0.02,-0.0067,-0.014,2008
soccer,greece,greek-cup,1.1,1,1,1.1,1,0.1,0.1,1,2007
soccer,greece,greek-cup,1.2,2,1,1.15,0.5,-0.88,-0.44,-2.9333,2007
soccer,greece,greek-cup,1.3,4,4,1.23,1,0.92,0.23,1,2007
soccer,greece,greek-cup,1.4,5,4,1.354,0.8,0.38,0.076,0.2147,2007
soccer,greece,greek-cup,1.5,3,2,1.45,0.6667,-0.14,-0.0467,-0.1037,2007
soccer,greece,greek-cup,1.1,2,2,1.095,1,0.19,0.095,1,2006
soccer,greece,greek-cup,1.2,3,2,1.1567,0.6667,-0.7,-0.2333,-1.4894,2006
soccer,greece,greek-cup,1.3,3,1,1.2767,0.3333,-1.7,-0.5667,-2.0482,2006
soccer,greece,greek-cup,1.4,2,2,1.365,1,0.73,0.365,1,2006
soccer,greece,greek-cup,1.5,4,2,1.465,0.5,-1.01,-0.2525,-0.543,2006
soccer,greece,greek-cup,1.1,1,0,1.05,0,-1,-1,-20,2005
soccer,greece,greek-cup,1.2,5,5,1.166,1,0.83,0.166,1,2005
soccer,greece,greek-cup,1.3,2,1,1.26,0.5,-0.78,-0.39,-1.5,2005
soccer,greece,greek-cup,1.4,5,3,1.352,0.6,-0.89,-0.178,-0.5057,2005
soccer,greece,greek-cup,1.5,6,0,1.4617,0,-6,-1,-2.1661,2005
soccer,greece,greek-cup,1.1,4,4,1.075,1,0.3,0.075,1,2004
soccer,greece,greek-cup,1.2,6,6,1.18,1,1.08,0.18,1,2004
soccer,greece,greek-cup,1.3,7,6,1.2586,0.8571,0.51,0.0729,0.2818,2004
soccer,greece,greek-cup,1.4,5,2,1.37,0.4,-2.3,-0.46,-1.2432,2004
soccer,greece,greek-cup,1.5,2,1,1.475,0.5,-0.55,-0.275,-0.5789,2004
soccer,greece,super-league,1.1,12,12,1.07,1,0.84,0.07,1,2016
soccer,greece,super-league,1.1,21,21,1.0867,1,1.82,0.0867,1,2013
soccer,greece,super-league,1.3,12,12,1.21,1,2.52,0.21,1,2016
soccer,greece,super-league,1.4,12,12,1.34,1,4.08,0.34,1,2016
soccer,greece,super-league,1.1,24,24,1.05,1,1.2,0.05,1,2015
soccer,greece,super-league,1.2,30,25,1.1283,0.8333,-1.8,-0.06,-0.4675,2004
soccer,greece,super-league,1.2,18,18,1.17,1,3.06,0.17,1,2015
soccer,greece,super-league,1.2,40,30,1.1525,0.75,-5.6,-0.14,-0.918,2005
soccer,greece,super-league,1.2,45,35,1.1578,0.7778,-4.7,-0.1044,-0.662,2006
soccer,greece,super-league,1.2,24,18,1.18,0.75,-2.76,-0.115,-0.6389,2009
soccer,greece,super-league,1.1,6,6,1.08,1,0.48,0.08,1,2014
soccer,greece,super-league,1.2,12,12,1.15,1,1.8,0.15,1,2014
soccer,greece,super-league,1.3,6,0,1.28,0,-6,-1,-3.5714,2014
soccer,greece,super-league,1.2,24,24,1.1425,1,3.42,0.1425,1,2016
soccer,greece,super-league,1.3,25,20,1.244,0.8,-0.2,-0.008,-0.0328,2005
soccer,greece,super-league,1.3,36,36,1.265,1,9.54,0.265,1,2007
soccer,greece,super-league,1.2,7,7,1.17,1,1.19,0.17,1,2013
soccer,greece,super-league,1.3,30,30,1.238,1,7.14,0.238,1,2008
soccer,greece,super-league,1.3,24,24,1.275,1,6.6,0.275,1,2010
soccer,greece,super-league,1.3,42,35,1.2683,0.8333,2.45,0.0583,0.2174,2013
soccer,greece,super-league,1.2,6,6,1.15,1,0.9,0.15,1,2012
soccer,greece,super-league,1.3,12,12,1.215,1,2.58,0.215,1,2012
soccer,greece,super-league,1.3,24,18,1.245,0.75,-1.38,-0.0575,-0.2347,2015
soccer,greece,super-league,1.4,36,24,1.335,0.6667,-3.9,-0.1083,-0.3234,2007
soccer,greece,super-league,1.2,12,6,1.16,0.5,-4.98,-0.415,-2.5938,2011
soccer,greece,super-league,1.3,12,12,1.245,1,2.94,0.245,1,2011
soccer,greece,super-league,1.4,12,6,1.35,0.5,-3.78,-0.315,-0.9,2011
soccer,greece,super-league,1.5,12,0,1.455,0,-12,-1,-2.1978,2011
soccer,greece,super-league,1.2,12,12,1.18,1,2.16,0.18,1,2010
soccer,greece,super-league,1.4,36,36,1.35,1,12.6,0.35,1,2009
soccer,greece,super-league,1.4,18,6,1.3733,0.3333,-9.6,-0.5333,-1.4286,2010
soccer,greece,super-league,1.4,30,18,1.358,0.6,-5.7,-0.19,-0.5307,2012
soccer,greece,super-league,1.4,42,42,1.3417,1,14.35,0.3417,1,2013
soccer,greece,super-league,1.3,18,12,1.2867,0.6667,-2.58,-0.1433,-0.5,2009
soccer,greece,super-league,1.4,36,30,1.355,0.8333,4.5,0.125,0.3521,2014
soccer,greece,super-league,1.5,12,6,1.42,0.5,-3.48,-0.29,-0.6905,2009
soccer,greece,super-league,1.1,6,6,1.09,1,0.54,0.09,1,2008
soccer,greece,super-league,1.2,18,18,1.1667,1,3,0.1667,1,2008
soccer,greece,super-league,1.4,24,24,1.3525,1,8.46,0.3525,1,2015
soccer,greece,super-league,1.4,18,18,1.33,1,5.94,0.33,1,2008
soccer,greece,super-league,1.5,18,12,1.4567,0.6667,-0.36,-0.02,-0.0438,2008
soccer,greece,super-league,1.1,6,6,1.08,1,0.48,0.08,1,2007
soccer,greece,super-league,1.2,6,6,1.19,1,1.14,0.19,1,2007
soccer,greece,super-league,1.5,25,20,1.472,0.8,4.3,0.172,0.3644,2005
soccer,greece,super-league,1.5,24,24,1.4425,1,10.62,0.4425,1,2007
soccer,greece,super-league,1.5,24,18,1.4625,0.75,2.22,0.0925,0.2,2010
soccer,greece,super-league,1.5,36,18,1.4767,0.5,-9.6,-0.2667,-0.5594,2012
soccer,greece,super-league,1.3,10,5,1.245,0.5,-3.8,-0.38,-1.551,2006
soccer,greece,super-league,1.4,5,5,1.34,1,1.7,0.34,1,2006
soccer,greece,super-league,1.5,15,10,1.46,0.6667,-0.35,-0.0233,-0.0507,2006
soccer,greece,super-league,1.1,5,5,1.08,1,0.4,0.08,1,2005
soccer,greece,super-league,1.5,21,7,1.43,0.3333,-10.99,-0.5233,-1.2171,2013
soccer,greece,super-league,1.5,60,54,1.447,0.9,18.24,0.304,0.6801,2014
soccer,greece,super-league,1.4,20,20,1.3875,1,7.75,0.3875,1,2005
soccer,greece,super-league,1.5,30,24,1.468,0.8,5.16,0.172,0.3675,2015
soccer,greece,super-league,1.1,15,10,1.1,0.6667,-4,-0.2667,-2.6667,2004
soccer,greece,super-league,1.5,66,36,1.4691,0.5455,-13.32,-0.2018,-0.4302,2016
soccer,greece,super-league,1.3,20,20,1.275,1,5.5,0.275,1,2004
soccer,greece,super-league,1.4,20,20,1.355,1,7.1,0.355,1,2004
soccer,greece,super-league,1.5,20,15,1.465,0.75,1.8,0.09,0.1935,2004
soccer,greece,super-league,1.1,6,6,1.08,1,0.48,0.08,1,2003
soccer,greece,super-league,1.2,18,14,1.1678,0.7778,-1.78,-0.0989,-0.5894,2003
soccer,greece,super-league,1.3,16,16,1.2613,1,4.18,0.2613,1,2003
soccer,greece,super-league,1.4,4,4,1.365,1,1.46,0.365,1,2003
soccer,greece,super-league,1.5,4,2,1.445,0.5,-1.18,-0.295,-0.6629,2003
soccer,guatemala,liga-nacional,1.4,18,6,1.38,0.3333,-9.78,-0.5433,-1.4298,2016
soccer,guatemala,liga-nacional,1.5,12,6,1.43,0.5,-3.48,-0.29,-0.6744,2016
soccer,guatemala,liga-nacional,1.4,6,6,1.39,1,2.34,0.39,1,2015
soccer,guatemala,liga-nacional,1.2,24,24,1.1675,1,4.02,0.1675,1,2014
soccer,guatemala,liga-nacional,1.3,24,24,1.285,1,6.84,0.285,1,2011
soccer,guatemala,liga-nacional,1.3,6,0,1.28,0,-6,-1,-3.5714,2014
soccer,guatemala,liga-nacional,1.4,36,36,1.3617,1,13.02,0.3617,1,2010
soccer,guatemala,liga-nacional,1.5,6,0,1.43,0,-6,-1,-2.3256,2014
soccer,guatemala,liga-nacional,1.4,30,18,1.352,0.6,-5.88,-0.196,-0.5568,2011
soccer,guatemala,liga-nacional,1.4,90,72,1.3707,0.8,8.46,0.094,0.2536,2012
soccer,guatemala,liga-nacional,1.3,12,12,1.27,1,3.24,0.27,1,2012
soccer,guatemala,liga-nacional,1.4,36,24,1.355,0.6667,-3.78,-0.105,-0.2958,2013
soccer,guatemala,liga-nacional,1.4,36,24,1.3833,0.6667,-2.76,-0.0767,-0.2,2014
soccer,guatemala,liga-nacional,1.5,48,30,1.4725,0.625,-3.72,-0.0775,-0.164,2010
soccer,guatemala,liga-nacional,1.5,42,24,1.4643,0.5714,-7.02,-0.1671,-0.36,2011
soccer,guatemala,liga-nacional,1.5,72,48,1.455,0.6667,-2.28,-0.0317,-0.0696,2012
soccer,guatemala,liga-nacional,1.3,6,6,1.24,1,1.44,0.24,1,2010
soccer,guatemala,liga-nacional,1.5,48,18,1.4538,0.375,-21.84,-0.455,-1.0028,2013
soccer,guatemala,liga-nacional,1.5,36,24,1.455,0.6667,-1.14,-0.0317,-0.0696,2015
soccer,guatemala,liga-nacional,1.4,12,12,1.375,1,4.5,0.375,1,2009
soccer,guatemala,liga-nacional,1.5,18,18,1.4867,1,8.76,0.4867,1,2009
soccer,guatemala,liga-nacional,1.4,4,4,1.38,1,1.52,0.38,1,2008
soccer,guatemala,liga-nacional,1.5,4,4,1.49,1,1.96,0.49,1,2008
soccer,haiti,championnat-national,1.4,1,1,1.4,1,0.4,0.4,1,2017
soccer,haiti,championnat-national,1.5,2,0,1.5,0,-2,-1,-2,2017
soccer,honduras,liga-nacional,1.3,4,4,1.3,1,1.2,0.3,1,2016
soccer,honduras,liga-nacional,1.4,12,8,1.3633,0.6667,-1.12,-0.0933,-0.2569,2016
soccer,honduras,liga-nacional,1.2,4,4,1.15,1,0.6,0.15,1,2015
soccer,honduras,liga-nacional,1.5,12,4,1.4533,0.3333,-6.08,-0.5067,-1.1176,2015
soccer,honduras,liga-nacional,1.3,4,4,1.25,1,1,0.25,1,2014
soccer,honduras,liga-nacional,1.5,12,8,1.4667,0.6667,-0.36,-0.03,-0.0643,2014
soccer,honduras,liga-nacional,1.4,4,4,1.32,1,1.28,0.32,1,2013
soccer,honduras,liga-nacional,1.5,12,8,1.4367,0.6667,-0.56,-0.0467,-0.1069,2013
soccer,honduras,liga-nacional,1.4,4,4,1.39,1,1.56,0.39,1,2012
soccer,honduras,liga-nacional,1.5,12,4,1.48,0.3333,-6.04,-0.5033,-1.0486,2012
soccer,honduras,liga-nacional,1.4,4,0,1.33,0,-4,-1,-3.0303,2011
soccer,honduras,liga-nacional,1.5,20,16,1.452,0.8,3.08,0.154,0.3407,2011
soccer,honduras,liga-nacional,1.3,2,2,1.3,1,0.6,0.3,1,2010
soccer,honduras,liga-nacional,1.4,2,0,1.4,0,-2,-1,-2.5,2010
soccer,honduras,liga-nacional,1.5,8,4,1.455,0.5,-2.24,-0.28,-0.6154,2010
soccer,honduras,liga-nacional,1.4,5,3,1.39,0.6,-0.8,-0.16,-0.4103,2009
soccer,honduras,liga-nacional,1.5,3,2,1.4833,0.6667,-0.05,-0.0167,-0.0345,2009
soccer,hong-kong,premier-league,1.1,15,15,1.074,1,1.11,0.074,1,2016
soccer,hong-kong,premier-league,1.2,24,20,1.17,0.8333,-0.6,-0.025,-0.1471,2014
soccer,hong-kong,premier-league,1.3,9,6,1.2367,0.6667,-1.59,-0.1767,-0.7465,2016
soccer,hong-kong,premier-league,1.4,18,15,1.3583,0.8333,2.43,0.135,0.3767,2016
soccer,hong-kong,premier-league,1.5,18,18,1.4633,1,8.34,0.4633,1,2016
soccer,hong-kong,premier-league,1.2,10,8,1.156,0.8,-0.8,-0.08,-0.5128,2015
soccer,hong-kong,premier-league,1.3,8,8,1.2725,1,2.18,0.2725,1,2015
soccer,hong-kong,premier-league,1.4,8,6,1.355,0.75,0.06,0.0075,0.0211,2015
soccer,hong-kong,premier-league,1.5,18,12,1.4589,0.6667,-0.48,-0.0267,-0.0581,2015
soccer,hong-kong,premier-league,1.1,2,0,1.09,0,-2,-1,-11.1111,2014
soccer,hong-kong,premier-league,1.2,30,24,1.158,0.8,-2.16,-0.072,-0.4557,2016
soccer,hong-kong,premier-league,1.3,4,2,1.23,0.5,-1.58,-0.395,-1.7174,2014
soccer,hong-kong,premier-league,1.4,10,8,1.354,0.8,0.82,0.082,0.2316,2014
soccer,hong-kong,premier-league,1.5,4,2,1.435,0.5,-1.12,-0.28,-0.6437,2014
soccer,hong-kong,premier-league,1.2,6,6,1.19,1,1.14,0.19,1,2013
soccer,hong-kong,premier-league,1.3,12,12,1.245,1,2.94,0.245,1,2013
soccer,hong-kong,premier-league,1.4,21,9,1.3629,0.4286,-8.73,-0.4157,-1.1457,2013
soccer,hong-kong,premier-league,1.5,12,3,1.4725,0.25,-7.5,-0.625,-1.3228,2013
soccer,hong-kong,premier-league,1.2,10,4,1.158,0.4,-5.52,-0.552,-3.4937,2012
soccer,hong-kong,premier-league,1.3,2,2,1.29,1,0.58,0.29,1,2012
soccer,hong-kong,premier-league,1.4,14,4,1.3571,0.2857,-8.7,-0.6214,-1.74,2012
soccer,hong-kong,premier-league,1.5,10,6,1.478,0.6,-1.16,-0.116,-0.2427,2012
soccer,hong-kong,premier-league,1.1,4,4,1.08,1,0.32,0.08,1,2011
soccer,hong-kong,premier-league,1.2,10,4,1.142,0.4,-5.34,-0.534,-3.7606,2011
soccer,hong-kong,premier-league,1.3,10,8,1.27,0.8,0.1,0.01,0.037,2011
soccer,hong-kong,premier-league,1.4,12,6,1.37,0.5,-3.74,-0.3117,-0.8423,2011
soccer,hong-kong,premier-league,1.5,6,4,1.44,0.6667,-0.24,-0.04,-0.0909,2011
soccer,hong-kong,premier-league,1.5,1,1,1.45,1,0.45,0.45,1,2010
soccer,hungary,hungarian-cup,1.1,4,4,1.07,1,0.28,0.07,1,2016
soccer,hungary,hungarian-cup,1.2,12,10,1.1733,0.8333,-0.26,-0.0217,-0.125,2016
soccer,hungary,hungarian-cup,1.3,6,4,1.2933,0.6667,-0.82,-0.1367,-0.4659,2016
soccer,hungary,hungarian-cup,1.4,10,8,1.378,0.8,0.98,0.098,0.2593,2016
soccer,hungary,hungarian-cup,1.5,4,4,1.47,1,1.88,0.47,1,2016
soccer,hungary,hungarian-cup,1.1,6,6,1.06,1,0.36,0.06,1,2015
soccer,hungary,hungarian-cup,1.2,16,12,1.1525,0.75,-2.18,-0.1363,-0.8934,2015
soccer,hungary,hungarian-cup,1.3,8,4,1.2625,0.5,-2.96,-0.37,-1.4095,2015
soccer,hungary,hungarian-cup,1.4,4,2,1.36,0.5,-1.32,-0.33,-0.9167,2015
soccer,hungary,hungarian-cup,1.5,2,0,1.42,0,-2,-1,-2.381,2015
soccer,hungary,hungarian-cup,1.1,22,20,1.0482,0.9091,-1.14,-0.0518,-1.0755,2014
soccer,hungary,hungarian-cup,1.2,8,8,1.165,1,1.32,0.165,1,2014
soccer,hungary,hungarian-cup,1.3,8,8,1.25,1,2,0.25,1,2014
soccer,hungary,hungarian-cup,1.4,8,6,1.36,0.75,0.12,0.015,0.0417,2014
soccer,hungary,hungarian-cup,1.5,12,8,1.455,0.6667,-0.44,-0.0367,-0.0806,2014
soccer,hungary,hungarian-cup,1.1,2,2,1.08,1,0.16,0.08,1,2013
soccer,hungary,hungarian-cup,1.2,6,6,1.1533,1,0.92,0.1533,1,2013
soccer,hungary,hungarian-cup,1.3,14,12,1.2614,0.8571,1.14,0.0814,0.3115,2013
soccer,hungary,hungarian-cup,1.4,4,4,1.365,1,1.46,0.365,1,2013
soccer,hungary,hungarian-cup,1.5,4,2,1.475,0.5,-1.1,-0.275,-0.5789,2013
soccer,hungary,hungarian-cup,1.1,6,6,1.0567,1,0.34,0.0567,1,2012
soccer,hungary,hungarian-cup,1.2,8,4,1.145,0.5,-3.36,-0.42,-2.8966,2012
soccer,hungary,hungarian-cup,1.3,10,8,1.276,0.8,0.2,0.02,0.0725,2012
soccer,hungary,hungarian-cup,1.4,12,8,1.3433,0.6667,-1.3,-0.1083,-0.3155,2012
soccer,hungary,hungarian-cup,1.5,10,8,1.472,0.8,1.9,0.19,0.4025,2012
soccer,hungary,hungarian-cup,1.2,2,2,1.155,1,0.31,0.155,1,2011
soccer,hungary,hungarian-cup,1.3,7,4,1.26,0.5714,-2.05,-0.2929,-1.1264,2011
soccer,hungary,hungarian-cup,1.4,6,1,1.3533,0.1667,-4.69,-0.7817,-2.2123,2011
soccer,hungary,hungarian-cup,1.5,4,3,1.4525,0.75,0.38,0.095,0.2099,2011
soccer,hungary,hungarian-cup,1.2,6,3,1.17,0.5,-2.46,-0.41,-2.4118,2010
soccer,hungary,hungarian-cup,1.3,7,6,1.2514,0.8571,0.47,0.0671,0.267,2010
soccer,hungary,hungarian-cup,1.4,3,3,1.3333,1,1,0.3333,1,2010
soccer,hungary,hungarian-cup,1.5,5,4,1.472,0.8,0.89,0.178,0.3771,2010
soccer,hungary,hungarian-cup,1.2,3,3,1.1333,1,0.4,0.1333,1,2009
soccer,hungary,hungarian-cup,1.3,3,3,1.2667,1,0.8,0.2667,1,2009
soccer,hungary,hungarian-cup,1.4,2,2,1.345,1,0.69,0.345,1,2009
soccer,hungary,hungarian-cup,1.5,5,4,1.456,0.8,0.8,0.16,0.3509,2009
soccer,hungary,hungarian-cup,1.2,8,4,1.2,0.5,-3.2,-0.4,-2,2008
soccer,hungary,hungarian-cup,1.3,14,8,1.2514,0.5714,-3.98,-0.2843,-1.1307,2008
soccer,hungary,hungarian-cup,1.4,8,4,1.36,0.5,-2.66,-0.3325,-0.9236,2008
soccer,hungary,hungarian-cup,1.5,10,8,1.478,0.8,1.88,0.188,0.3933,2008
soccer,hungary,hungarian-cup,1.1,2,2,1.1,1,0.2,0.1,1,2007
soccer,hungary,hungarian-cup,1.2,3,3,1.1833,1,0.55,0.1833,1,2007
soccer,hungary,hungarian-cup,1.3,6,4,1.2633,0.6667,-0.97,-0.1617,-0.6139,2007
soccer,hungary,hungarian-cup,1.4,4,3,1.3825,0.75,0.15,0.0375,0.098,2007
soccer,hungary,hungarian-cup,1.5,2,1,1.465,0.5,-0.51,-0.255,-0.5484,2007
soccer,hungary,hungarian-cup,1.2,2,2,1.165,1,0.33,0.165,1,2006
soccer,hungary,hungarian-cup,1.3,3,2,1.26,0.6667,-0.5,-0.1667,-0.641,2006
soccer,hungary,hungarian-cup,1.4,1,1,1.35,1,0.35,0.35,1,2006
soccer,hungary,hungarian-cup,1.5,3,1,1.4967,0.3333,-1.5,-0.5,-1.0067,2006
soccer,hungary,hungarian-cup,1.2,1,0,1.2,0,-1,-1,-5,2005
soccer,hungary,hungarian-cup,1.3,1,1,1.3,1,0.3,0.3,1,2005
soccer,hungary,hungarian-cup,1.4,1,0,1.38,0,-1,-1,-2.6316,2005
soccer,hungary,league-cup,1.2,12,12,1.18,1,2.16,0.18,1,2014
soccer,hungary,league-cup,1.3,3,0,1.29,0,-3,-1,-3.4483,2014
soccer,hungary,league-cup,1.4,9,3,1.35,0.3333,-4.86,-0.54,-1.5429,2014
soccer,hungary,league-cup,1.5,21,12,1.4329,0.5714,-3.87,-0.1843,-0.4257,2014
soccer,hungary,league-cup,1.1,3,3,1.1,1,0.3,0.1,1,2013
soccer,hungary,league-cup,1.3,15,9,1.248,0.6,-3.9,-0.26,-1.0484,2013
soccer,hungary,league-cup,1.4,9,9,1.3367,1,3.03,0.3367,1,2013
soccer,hungary,league-cup,1.5,12,9,1.4775,0.75,1.23,0.1025,0.2147,2013
soccer,hungary,league-cup,1.2,2,0,1.2,0,-2,-1,-5,2012
soccer,hungary,league-cup,1.3,6,4,1.2733,0.6667,-0.9,-0.15,-0.5488,2012
soccer,hungary,league-cup,1.4,14,12,1.3471,0.8571,2.22,0.1586,0.4568,2012
soccer,hungary,league-cup,1.5,2,2,1.45,1,0.9,0.45,1,2012
soccer,hungary,league-cup,1.2,4,2,1.16,0.5,-1.68,-0.42,-2.625,2011
soccer,hungary,league-cup,1.3,6,6,1.2533,1,1.52,0.2533,1,2011
soccer,hungary,league-cup,1.4,10,8,1.366,0.8,0.88,0.088,0.2404,2011
soccer,hungary,league-cup,1.5,12,4,1.4467,0.3333,-6.28,-0.5233,-1.1716,2011
soccer,hungary,league-cup,1.4,4,3,1.3475,0.75,0.03,0.0075,0.0216,2010
soccer,hungary,league-cup,1.5,3,0,1.43,0,-3,-1,-2.3256,2010
soccer,hungary,league-cup,1.2,4,4,1.165,1,0.66,0.165,1,2009
soccer,hungary,league-cup,1.3,4,4,1.275,1,1.1,0.275,1,2009
soccer,hungary,league-cup,1.4,6,4,1.3767,0.6667,-0.52,-0.0867,-0.2301,2009
soccer,hungary,league-cup,1.5,10,10,1.464,1,4.64,0.464,1,2009
soccer,hungary,league-cup,1.1,4,2,1.09,0.5,-1.84,-0.46,-5.1111,2008
soccer,hungary,league-cup,1.2,10,10,1.156,1,1.56,0.156,1,2008
soccer,hungary,league-cup,1.4,4,2,1.37,0.5,-1.32,-0.33,-0.8919,2008
soccer,hungary,league-cup,1.5,12,4,1.4767,0.3333,-6.04,-0.5033,-1.0559,2008
soccer,hungary,merkantil-bank-liga,1.4,14,14,1.4,1,5.6,0.4,1,2016
soccer,hungary,merkantil-bank-liga,1.5,21,14,1.4733,0.6667,0,0,0,2016
soccer,hungary,merkantil-bank-liga,1.1,3,3,1.07,1,0.21,0.07,1,2015
soccer,hungary,merkantil-bank-liga,1.2,3,3,1.15,1,0.45,0.15,1,2015
soccer,hungary,merkantil-bank-liga,1.3,6,6,1.245,1,1.47,0.245,1,2015
soccer,hungary,merkantil-bank-liga,1.4,15,12,1.36,0.8,1.44,0.096,0.2667,2015
soccer,hungary,merkantil-bank-liga,1.5,18,15,1.4717,0.8333,4.02,0.2233,0.4735,2015
soccer,hungary,merkantil-bank-liga,1.3,8,6,1.26,0.75,-0.38,-0.0475,-0.1827,2014
soccer,hungary,merkantil-bank-liga,1.4,10,8,1.358,0.8,0.92,0.092,0.257,2014
soccer,hungary,merkantil-bank-liga,1.5,14,8,1.4814,0.5714,-2.2,-0.1571,-0.3264,2014
soccer,hungary,merkantil-bank-liga,1.3,4,2,1.245,0.5,-1.52,-0.38,-1.551,2013
soccer,hungary,merkantil-bank-liga,1.4,8,6,1.3425,0.75,0.08,0.01,0.0292,2013
soccer,hungary,merkantil-bank-liga,1.5,6,4,1.4667,0.6667,-0.12,-0.02,-0.0429,2013
soccer,hungary,nb-ii-east,1.2,3,3,1.2,1,0.6,0.2,1,2012
soccer,hungary,nb-ii-east,1.3,3,3,1.22,1,0.66,0.22,1,2012
soccer,hungary,nb-ii-east,1.4,6,3,1.365,0.5,-1.8,-0.3,-0.8219,2012
soccer,hungary,nb-ii-east,1.5,6,3,1.47,0.5,-1.5,-0.25,-0.5319,2012
soccer,hungary,nb-ii-east,1.5,2,1,1.49,0.5,-0.52,-0.26,-0.5306,2011
soccer,hungary,nb-ii-east,1.2,10,10,1.16,1,1.6,0.16,1,2010
soccer,hungary,nb-ii-east,1.3,5,5,1.3,1,1.5,0.3,1,2010
soccer,hungary,nb-ii-east,1.4,30,30,1.355,1,10.65,0.355,1,2010
soccer,hungary,nb-ii-east,1.5,10,10,1.465,1,4.65,0.465,1,2010
soccer,hungary,nb-ii-east,1.2,8,8,1.135,1,1.08,0.135,1,2009
soccer,hungary,nb-ii-east,1.3,14,8,1.2657,0.5714,-3.96,-0.2829,-1.0645,2009
soccer,hungary,nb-ii-east,1.4,6,6,1.4,1,2.4,0.4,1,2009
soccer,hungary,nb-ii-east,1.5,8,2,1.4875,0.25,-5,-0.625,-1.2821,2009
soccer,hungary,nb-ii-play-out,1.2,1,1,1.2,1,0.2,0.2,1,2012
soccer,hungary,nb-ii-play-out,1.3,1,1,1.22,1,0.22,0.22,1,2012
soccer,hungary,nb-ii-play-out,1.4,1,0,1.33,0,-1,-1,-3.0303,2012
soccer,hungary,nb-ii-west,1.2,3,3,1.2,1,0.6,0.2,1,2012
soccer,hungary,nb-ii-west,1.3,12,9,1.245,0.75,-0.93,-0.0775,-0.3163,2012
soccer,hungary,nb-ii-west,1.4,9,6,1.3433,0.6667,-0.9,-0.1,-0.2913,2012
soccer,hungary,nb-ii-west,1.5,3,3,1.48,1,1.44,0.48,1,2012
soccer,hungary,nb-ii-west,1.4,1,1,1.33,1,0.33,0.33,1,2011
soccer,hungary,nb-ii-west,1.1,4,4,1.1,1,0.4,0.1,1,2010
soccer,hungary,nb-ii-west,1.2,24,16,1.1717,0.6667,-5.2,-0.2167,-1.2621,2010
