Sport,Country,League Name,Margin,Total Records,Success Records,Avg. Odd,Success Rate,Money Made,Money Per Game,Rate Of Available Money,Season
handball,sweden,allsvenskan-women,1.10,121,103,1.0550,0.8512,-12.3,-0.1017,-1.8468,
handball,sweden,allsvenskan-women,1.20,131,113,1.1620,0.8626,-0.0200000000000058,-0.0002,-0.0009,
handball,sweden,allsvenskan-women,1.30,120,86,1.2623,0.7167,-11.56,-0.0963,-0.3673,
handball,sweden,allsvenskan-women,1.40,114,85,1.3687,0.7456,2.05,0.0180,0.0488,
handball,sweden,allsvenskan-women,1.50,88,51,1.4663,0.5795,-13.52,-0.1536,-0.3295,
handball,sweden,allsvenskan,1.10,150,133,1.0540,0.8867,-9.9,-0.0660,-1.2222,
handball,sweden,allsvenskan,1.20,172,150,1.1599,0.8721,2.15999999999999,0.0126,0.0785,
handball,sweden,allsvenskan,1.30,166,122,1.2609,0.7349,-11.89,-0.0716,-0.2745,
handball,sweden,allsvenskan,1.40,214,141,1.3503,0.6589,-23.01,-0.1075,-0.3070,
handball,sweden,allsvenskan,1.50,159,89,1.4460,0.5597,-30.47,-0.1916,-0.4297,
handball,sweden,handbollsligan,1.10,305,272,1.0617,0.8918,-15.83,-0.0519,-0.8411,
handball,sweden,handbollsligan,1.20,418,359,1.1551,0.8589,-3.44000000000002,-0.0082,-0.0531,
handball,sweden,handbollsligan,1.30,436,364,1.2593,0.8349,22.29,0.0511,0.1971,
handball,sweden,handbollsligan,1.40,495,332,1.3485,0.6707,-48.06,-0.0971,-0.2786,
handball,sweden,handbollsligan,1.50,426,271,1.4512,0.6362,-33.32,-0.0782,-0.1734,
handball,sweden,she-women,1.10,374,350,1.0353,0.9358,-12.5,-0.0334,-0.9455,
handball,sweden,she-women,1.20,180,144,1.1511,0.8000,-14.44,-0.0802,-0.5309,
handball,sweden,she-women,1.30,182,149,1.2509,0.8187,4.33,0.0238,0.0948,
handball,sweden,she-women,1.40,128,104,1.3516,0.8125,12.32,0.0963,0.2738,
handball,sweden,she-women,1.50,101,65,1.4567,0.6436,-5.95,-0.0589,-0.1290,
handball,switzerland,nla,1.10,155,140,1.0517,0.9032,-7.46,-0.0481,-0.9302,
handball,switzerland,nla,1.20,249,208,1.1582,0.8353,-8.65999999999999,-0.0348,-0.2199,
handball,switzerland,nla,1.30,260,186,1.2575,0.7154,-27.1,-0.1042,-0.4047,
handball,switzerland,nla,1.40,222,140,1.3580,0.6306,-32.4,-0.1459,-0.4077,
handball,switzerland,nla,1.50,230,140,1.4607,0.6087,-25.91,-0.1127,-0.2445,
handball,switzerland,schweizer-cup-women,1.10,11,10,1.0245,0.9091,-0.74,-0.0673,-2.7407,
handball,switzerland,schweizer-cup-women,1.20,3,3,1.1667,1.0000,0.5,0.1667,1.0000,
handball,switzerland,schweizer-cup-women,1.30,5,4,1.2600,0.8000,0,0.0000,0.0000,
handball,switzerland,schweizer-cup-women,1.40,1,1,1.4000,1.0000,0.4,0.4000,1.0000,
handball,switzerland,schweizer-cup-women,1.50,1,1,1.5000,1.0000,0.5,0.5000,1.0000,
handball,switzerland,schweizer-cup,1.10,16,16,1.0500,1.0000,0.800000000000001,0.0500,1.0000,
handball,switzerland,schweizer-cup,1.20,8,7,1.1563,0.8750,0.119999999999999,0.0150,0.0960,
handball,switzerland,schweizer-cup,1.30,5,4,1.2580,0.8000,0.04,0.0080,0.0310,
handball,switzerland,schweizer-cup,1.40,3,1,1.4000,0.3333,-1.6,-0.5333,-1.3333,
handball,switzerland,schweizer-cup,1.50,1,1,1.4600,1.0000,0.46,0.4600,1.0000,
handball,switzerland,spl-women,1.10,316,292,1.0387,0.9241,-13.17,-0.0417,-1.0769,
handball,switzerland,spl-women,1.20,72,61,1.1592,0.8472,-1.44,-0.0200,-0.1257,
handball,switzerland,spl-women,1.30,101,82,1.2648,0.8119,2.61,0.0258,0.0976,
handball,switzerland,spl-women,1.40,82,55,1.3922,0.6707,-5.59999999999999,-0.0683,-0.1741,
handball,switzerland,spl-women,1.50,159,78,1.4974,0.4906,-42.36,-0.2664,-0.5356,
handball,switzerland,super-cup,1.30,2,2,1.2550,1.0000,0.51,0.2550,1.0000,
handball,switzerland,super-cup,1.40,1,1,1.4000,1.0000,0.4,0.4000,1.0000,
handball,turkey,superlig,1.10,84,84,1.0530,1.0000,4.45,0.0530,1.0000,
handball,turkey,superlig,1.20,79,59,1.1568,0.7468,-11.07,-0.1401,-0.8935,
handball,turkey,superlig,1.30,49,37,1.2671,0.7551,-2.06,-0.0420,-0.1574,
handball,turkey,superlig,1.40,60,46,1.3502,0.7667,2.11,0.0352,0.1004,
handball,turkey,superlig,1.50,42,29,1.4536,0.6905,-0.150000000000001,-0.0036,-0.0079,
handball,ukraine,superleague,1.10,50,45,1.0420,0.9000,-3.11,-0.0622,-1.4810,
handball,ukraine,superleague,1.20,17,17,1.1500,1.0000,2.55,0.1500,1.0000,
handball,ukraine,superleague,1.30,17,12,1.2553,0.7059,-1.93,-0.1135,-0.4447,
handball,ukraine,superleague,1.40,11,7,1.3536,0.6364,-1.49,-0.1355,-0.3830,
handball,ukraine,superleague,1.50,5,4,1.4380,0.8000,0.74,0.1480,0.3379,
handball,world,club-friendly-women,1.10,49,45,1.0527,0.9184,-1.72,-0.0351,-0.6667,
handball,world,club-friendly-women,1.20,38,33,1.1618,0.8684,0.239999999999999,0.0063,0.0390,
handball,world,club-friendly-women,1.30,34,27,1.2671,0.7941,0.24,0.0071,0.0264,
handball,world,club-friendly-women,1.40,15,10,1.3660,0.6667,-1.34,-0.0893,-0.2441,
handball,world,club-friendly-women,1.50,22,10,1.4514,0.4545,-7.39,-0.3359,-0.7442,
handball,world,club-friendly,1.10,109,99,1.0558,0.9083,-4.54,-0.0417,-0.7467,
handball,world,club-friendly,1.20,70,61,1.1633,0.8714,0.849999999999998,0.0121,0.0744,
handball,world,club-friendly,1.30,49,33,1.2455,0.6735,-7.75,-0.1582,-0.6442,
handball,world,club-friendly,1.40,37,17,1.3557,0.4595,-14.09,-0.3808,-1.0707,
handball,world,club-friendly,1.50,36,22,1.4633,0.6111,-3.85,-0.1069,-0.2308,
handball,world,friendly-international-women,1.10,121,108,1.0410,0.8926,-8.78,-0.0726,-1.7702,
handball,world,friendly-international-women,1.20,60,44,1.1540,0.7333,-9.38,-0.1563,-1.0152,
handball,world,friendly-international-women,1.30,38,34,1.2629,0.8947,4.94,0.1300,0.4945,
handball,world,friendly-international-women,1.40,48,30,1.3648,0.6250,-7.33,-0.1527,-0.4186,
handball,world,friendly-international-women,1.50,38,21,1.4553,0.5526,-7.41,-0.1950,-0.4283,
handball,world,friendly-international,1.10,117,113,1.0548,0.9658,2.16,0.0185,0.3370,
handball,world,friendly-international,1.20,116,100,1.1486,0.8621,-1.14000000000001,-0.0098,-0.0661,
handball,world,friendly-international,1.30,85,59,1.2622,0.6941,-10.7,-0.1259,-0.4800,
handball,world,friendly-international,1.40,122,86,1.3567,0.7049,-5.16,-0.0423,-0.1186,
handball,world,friendly-international,1.50,76,56,1.4511,0.7368,5.23,0.0688,0.1526,
handball,world,gf-world-cup-women,1.10,1,1,1.0700,1.0000,0.0700000000000001,0.0700,1.0000,
handball,world,gf-world-cup-women,1.20,7,6,1.1600,0.8571,-0.0800000000000005,-0.0114,-0.0714,
handball,world,gf-world-cup-women,1.30,9,5,1.2556,0.5556,-2.75,-0.3056,-1.1957,
handball,world,gf-world-cup-women,1.40,12,7,1.3633,0.5833,-2.45,-0.2042,-0.5619,
handball,world,gf-world-cup-women,1.50,6,2,1.4650,0.3333,-3,-0.5000,-1.0753,
handball,world,ihf-emerging-nations-championship,1.10,4,4,1.0675,1.0000,0.27,0.0675,1.0000,
handball,world,ihf-emerging-nations-championship,1.20,6,6,1.1533,1.0000,0.92,0.1533,1.0000,
handball,world,ihf-emerging-nations-championship,1.30,5,5,1.2320,1.0000,1.16,0.2320,1.0000,
handball,world,ihf-emerging-nations-championship,1.40,3,0,1.3333,0.0000,-3,-1.0000,-3.0000,
handball,world,ihf-emerging-nations-championship,1.50,5,4,1.4420,0.8000,0.75,0.1500,0.3394,
handball,world,mediterranean-games-women,1.10,2,2,1.0300,1.0000,0.0600000000000001,0.0300,1.0000,
handball,world,mediterranean-games-women,1.20,1,1,1.2000,1.0000,0.2,0.2000,1.0000,
handball,world,mediterranean-games-women,1.30,3,2,1.2667,0.6667,-0.45,-0.1500,-0.5625,
handball,world,mediterranean-games-women,1.40,3,2,1.3567,0.6667,-0.32,-0.1067,-0.2991,
handball,world,mediterranean-games-women,1.50,4,2,1.4825,0.5000,-1.07,-0.2675,-0.5544,
handball,world,mediterranean-games,1.10,5,5,1.0360,1.0000,0.18,0.0360,1.0000,
handball,world,mediterranean-games,1.20,4,2,1.1475,0.5000,-1.68,-0.4200,-2.8475,
handball,world,mediterranean-games,1.30,3,3,1.2667,1.0000,0.8,0.2667,1.0000,
handball,world,mediterranean-games,1.40,2,2,1.3750,1.0000,0.75,0.3750,1.0000,
handball,world,mediterranean-games,1.50,4,2,1.4850,0.5000,-1.02,-0.2550,-0.5258,
handball,world,mobelringen-cup-women,1.10,6,5,1.0367,0.8333,-0.86,-0.1433,-3.9091,
handball,world,mobelringen-cup-women,1.20,10,8,1.1650,0.8000,-0.750000000000001,-0.0750,-0.4545,
handball,world,mobelringen-cup-women,1.30,6,5,1.2433,0.8333,0.23,0.0383,0.1575,
handball,world,mobelringen-cup-women,1.40,4,2,1.3550,0.5000,-1.26,-0.3150,-0.8873,
handball,world,mobelringen-cup-women,1.50,3,3,1.4200,1.0000,1.26,0.4200,1.0000,
handball,world,olympic-games-women,1.10,32,30,1.0325,0.9375,-0.999999999999999,-0.0313,-0.9615,
handball,world,olympic-games-women,1.20,18,16,1.1444,0.8889,0.200000000000001,0.0111,0.0769,
handball,world,olympic-games-women,1.30,10,6,1.2540,0.6000,-2.42,-0.2420,-0.9528,
handball,world,olympic-games-women,1.40,18,14,1.3389,0.7778,0.760000000000001,0.0422,0.1246,
handball,world,olympic-games-women,1.50,22,14,1.4409,0.6364,-1.9,-0.0864,-0.1959,
handball,world,olympic-games,1.10,36,36,1.0389,1.0000,1.4,0.0389,1.0000,
handball,world,olympic-games,1.20,22,22,1.1436,1.0000,3.16,0.1436,1.0000,
handball,world,olympic-games,1.30,12,8,1.2650,0.6667,-1.9,-0.1583,-0.5975,
handball,world,olympic-games,1.40,42,24,1.3605,0.5714,-9.36,-0.2229,-0.6182,
handball,world,olympic-games,1.50,18,12,1.4533,0.6667,-0.560000000000001,-0.0311,-0.0686,
handball,world,pan-american-championship-women,1.10,12,12,1.0458,1.0000,0.55,0.0458,1.0000,
handball,world,pan-american-championship-women,1.20,5,4,1.1460,0.8000,-0.39,-0.0780,-0.5342,
handball,world,pan-american-championship-women,1.30,8,6,1.2750,0.7500,-0.34,-0.0425,-0.1545,
handball,world,pan-american-championship-women,1.40,2,0,1.3850,0.0000,-2,-1.0000,-2.5974,
handball,world,pan-american-championship-women,1.50,3,1,1.4800,0.3333,-1.54,-0.5133,-1.0694,
handball,world,pan-american-championship,1.10,16,16,1.0463,1.0000,0.740000000000001,0.0463,1.0000,
handball,world,pan-american-championship,1.20,5,4,1.1420,0.8000,-0.4,-0.0800,-0.5634,
handball,world,pan-american-championship,1.30,2,2,1.2550,1.0000,0.51,0.2550,1.0000,
handball,world,pan-american-championship,1.40,2,1,1.3550,0.5000,-0.6,-0.3000,-0.8451,
handball,world,pan-american-championship,1.50,1,1,1.4800,1.0000,0.48,0.4800,1.0000,
handball,world,pan-american-club-championship,1.10,8,8,1.0500,1.0000,0.4,0.0500,1.0000,
handball,world,pan-american-club-championship,1.20,3,3,1.1533,1.0000,0.46,0.1533,1.0000,
handball,world,pan-american-club-championship,1.30,3,1,1.2433,0.3333,-1.79,-0.5967,-2.4521,
handball,world,pan-american-club-championship,1.40,1,1,1.3700,1.0000,0.37,0.3700,1.0000,
handball,world,pan-american-club-championship,1.50,3,2,1.4633,0.6667,-0.11,-0.0367,-0.0791,
handball,world,pan-american-games-women,1.10,4,3,1.0375,0.7500,-0.89,-0.2225,-5.9333,
handball,world,pan-american-games-women,1.40,3,2,1.3333,0.6667,-0.33,-0.1100,-0.3300,
handball,world,pan-american-games-women,1.50,1,0,1.4200,0.0000,-1,-1.0000,-2.3810,
handball,world,pan-american-games,1.10,6,5,1.0200,0.8333,-0.9,-0.1500,-7.5000,
handball,world,pan-american-games,1.20,3,2,1.1567,0.6667,-0.73,-0.2433,-1.5532,
handball,world,pan-american-games,1.40,1,1,1.3800,1.0000,0.38,0.3800,1.0000,
handball,world,pan-american-games,1.50,1,1,1.4100,1.0000,0.41,0.4100,1.0000,
handball,world,super-globe,1.10,11,10,1.0155,0.9091,-0.88,-0.0800,-5.1765,
handball,world,super-globe,1.20,5,4,1.1480,0.8000,-0.39,-0.0780,-0.5270,
handball,world,super-globe,1.30,6,4,1.2517,0.6667,-0.97,-0.1617,-0.6424,
handball,world,super-globe,1.40,4,4,1.3550,1.0000,1.42,0.3550,1.0000,
handball,world,tournoi-de-paris,1.10,3,3,1.0300,1.0000,0.0900000000000001,0.0300,1.0000,
handball,world,tournoi-de-paris,1.20,1,1,1.1400,1.0000,0.14,0.1400,1.0000,
handball,world,tournoi-de-paris,1.30,1,1,1.2100,1.0000,0.21,0.2100,1.0000,
handball,world,tournoi-de-paris,1.50,2,2,1.4200,1.0000,0.84,0.4200,1.0000,
handball,world,universiade-women,1.10,10,9,1.0490,0.9000,-0.57,-0.0570,-1.1633,
handball,world,universiade-women,1.20,4,2,1.1750,0.5000,-1.67,-0.4175,-2.3857,
handball,world,universiade-women,1.30,4,4,1.2500,1.0000,1,0.2500,1.0000,
handball,world,universiade-women,1.40,2,1,1.3600,0.5000,-0.61,-0.3050,-0.8472,
handball,world,universiade-women,1.50,2,1,1.4550,0.5000,-0.51,-0.2550,-0.5604,
handball,world,universiade,1.10,10,7,1.0530,0.7000,-2.63,-0.2630,-4.9623,
handball,world,universiade,1.20,3,2,1.1467,0.6667,-0.69,-0.2300,-1.5682,
handball,world,universiade,1.30,3,3,1.2867,1.0000,0.86,0.2867,1.0000,
handball,world,universiade,1.40,2,2,1.3750,1.0000,0.75,0.3750,1.0000,
handball,world,universiade,1.50,3,2,1.4367,0.6667,-0.13,-0.0433,-0.0992,
handball,world,world-championship-u18-women,1.10,70,60,1.0394,0.8571,-7.82000000000001,-0.1117,-2.8333,
handball,world,world-championship-u18-women,1.20,32,24,1.1744,0.7500,-3.78,-0.1181,-0.6774,
handball,world,world-championship-u18-women,1.30,38,30,1.2484,0.7895,-0.6,-0.0158,-0.0636,
handball,world,world-championship-u18-women,1.40,40,26,1.3620,0.6500,-4.52,-0.1130,-0.3122,
handball,world,world-championship-u18-women,1.50,22,10,1.4455,0.4545,-7.42,-0.3373,-0.7571,
handball,world,world-championship-u19,1.10,55,47,1.0413,0.8545,-6.11,-0.1111,-2.6916,
handball,world,world-championship-u19,1.20,30,26,1.1490,0.8667,-0.0700000000000003,-0.0023,-0.0157,
handball,world,world-championship-u19,1.30,35,24,1.2629,0.6857,-4.54,-0.1297,-0.4935,
handball,world,world-championship-u19,1.40,30,19,1.3630,0.6333,-4.18,-0.1393,-0.3838,
handball,world,world-championship-u19,1.50,21,13,1.4476,0.6190,-2.42,-0.1152,-0.2574,
handball,world,world-championship-u20-women,1.10,78,76,1.0428,0.9744,1.26,0.0162,0.3772,
handball,world,world-championship-u20-women,1.20,40,36,1.1523,0.9000,1.37,0.0343,0.2250,
handball,world,world-championship-u20-women,1.30,37,33,1.2397,0.8919,4.03,0.1089,0.4543,
handball,world,world-championship-u20-women,1.40,25,20,1.3472,0.8000,1.95,0.0780,0.2247,
handball,world,world-championship-u20-women,1.50,36,29,1.4631,0.8056,6.44,0.1789,0.3863,
handball,world,world-championship-u21,1.10,69,63,1.0474,0.9130,-3.03,-0.0439,-0.9266,
handball,world,world-championship-u21,1.20,75,54,1.1516,0.7200,-12.84,-0.1712,-1.1293,
handball,world,world-championship-u21,1.30,60,42,1.2585,0.7000,-7.11,-0.1185,-0.4584,
handball,world,world-championship-u21,1.40,60,48,1.3620,0.8000,5.37,0.0895,0.2472,
handball,world,world-championship-u21,1.50,42,21,1.4471,0.5000,-11.52,-0.2743,-0.6134,
handball,world,world-championship-women,1.10,192,166,1.0313,0.8646,-21.24,-0.1106,-3.5400,
handball,world,world-championship-women,1.20,81,70,1.1569,0.8642,-0.160000000000002,-0.0020,-0.0126,
handball,world,world-championship-women,1.30,66,46,1.2532,0.6970,-8.16,-0.1236,-0.4883,
handball,world,world-championship-women,1.40,65,47,1.3475,0.7231,-1.86,-0.0286,-0.0823,
handball,world,world-championship-women,1.50,59,38,1.4497,0.6441,-4.01,-0.0680,-0.1511,
handball,world,world-championship,1.10,170,160,1.0369,0.9412,-4.61000000000001,-0.0271,-0.7352,
handball,world,world-championship,1.20,108,95,1.1564,0.8796,1.79,0.0166,0.1060,
handball,world,world-championship,1.30,110,88,1.2565,0.8000,0.530000000000001,0.0048,0.0188,
handball,world,world-championship,1.40,99,75,1.3636,0.7576,3.31,0.0334,0.0919,
handball,world,world-championship,1.50,83,48,1.4530,0.5783,-13.41,-0.1616,-0.3566,
hockey,asia,asia-league,1.10,155,143,1.0588,0.9226,-3.34000000000001,-0.0215,-0.3666,
hockey,asia,asia-league,1.20,82,72,1.1556,0.8780,1.16,0.0141,0.0909,
hockey,asia,asia-league,1.30,90,60,1.2542,0.6667,-15.32,-0.1702,-0.6696,
hockey,asia,asia-league,1.40,97,77,1.3579,0.7938,7.37000000000001,0.0760,0.2123,
hockey,asia,asia-league,1.50,106,74,1.4616,0.6981,2.2,0.0208,0.0450,
hockey,asia,asian-games,1.10,1,1,1.0100,1.0000,0.01,0.0100,1.0000,
hockey,asia,asian-games,1.30,1,1,1.2500,1.0000,0.25,0.2500,1.0000,
hockey,asia,asian-games,1.40,1,1,1.3900,1.0000,0.39,0.3900,1.0000,
hockey,australia,aihl,1.10,25,25,1.0572,1.0000,1.43,0.0572,1.0000,
hockey,australia,aihl,1.20,17,17,1.1794,1.0000,3.05,0.1794,1.0000,
hockey,australia,aihl,1.30,46,31,1.2717,0.6739,-6.68,-0.1452,-0.5344,
hockey,australia,aihl,1.40,42,32,1.3629,0.7619,1.36,0.0324,0.0892,
hockey,australia,aihl,1.50,45,34,1.4520,0.7556,4.44,0.0987,0.2183,
hockey,austria,alps-hockey-league,1.10,70,70,1.0563,1.0000,3.94,0.0563,1.0000,
hockey,austria,alps-hockey-league,1.20,57,34,1.1665,0.5965,-16.84,-0.2954,-1.7745,
hockey,austria,alps-hockey-league,1.30,71,48,1.2794,0.6761,-9.49999999999999,-0.1338,-0.4788,
hockey,austria,alps-hockey-league,1.40,94,67,1.3573,0.7128,-3.24,-0.0345,-0.0965,
hockey,austria,alps-hockey-league,1.50,87,62,1.4555,0.7126,3.34,0.0384,0.0843,
hockey,austria,ebel,1.20,67,55,1.1637,0.8209,-3.01000000000001,-0.0449,-0.2744,
hockey,austria,ebel,1.30,126,99,1.2704,0.7857,-0.750000000000001,-0.0060,-0.0220,
hockey,austria,ebel,1.40,262,192,1.3640,0.7328,0.610000000000011,0.0023,0.0064,
hockey,austria,ebel,1.50,291,212,1.4596,0.7285,18.79,0.0646,0.1405,
hockey,belarus,belarusian-cup,1.10,13,13,1.0492,1.0000,0.640000000000001,0.0492,1.0000,
hockey,belarus,belarusian-cup,1.20,7,7,1.1514,1.0000,1.06,0.1514,1.0000,
hockey,belarus,belarusian-cup,1.30,5,5,1.2620,1.0000,1.31,0.2620,1.0000,
hockey,belarus,belarusian-cup,1.40,4,3,1.3375,0.7500,0.02,0.0050,0.0148,
hockey,belarus,belarusian-cup,1.50,4,3,1.4525,0.7500,0.35,0.0875,0.1934,
hockey,belarus,extraleague,1.10,177,164,1.0710,0.9266,-1.39,-0.0079,-0.1107,
hockey,belarus,extraleague,1.20,215,190,1.1482,0.8837,3.02,0.0140,0.0948,
hockey,belarus,extraleague,1.30,125,112,1.2555,0.8960,16.15,0.1292,0.5056,
hockey,belarus,extraleague,1.40,128,91,1.3507,0.7109,-4.91999999999998,-0.0384,-0.1096,
hockey,belarus,extraleague,1.50,174,110,1.4599,0.6322,-12.68,-0.0729,-0.1585,
hockey,canada,lnah,1.40,6,4,1.3600,0.6667,-0.62,-0.1033,-0.2870,
hockey,canada,lnah,1.50,2,0,1.4600,0.0000,-2,-1.0000,-2.1739,
hockey,canada,memorial-cup,1.30,1,0,1.2200,0.0000,-1,-1.0000,-4.5455,
hockey,canada,memorial-cup,1.40,1,1,1.3800,1.0000,0.38,0.3800,1.0000,
hockey,canada,ohl,1.20,55,44,1.1880,0.8000,-2.53,-0.0460,-0.2447,
hockey,canada,ohl,1.30,55,55,1.2560,1.0000,14.08,0.2560,1.0000,
hockey,canada,ohl,1.40,198,154,1.3650,0.7778,11.77,0.0594,0.1629,
hockey,canada,ohl,1.50,165,88,1.4587,0.5333,-38.17,-0.2313,-0.5044,
hockey,canada,qmjhl,1.20,7,7,1.2000,1.0000,1.4,0.2000,1.0000,
hockey,canada,qmjhl,1.30,113,80,1.2619,0.7080,-12.1,-0.1071,-0.4089,
hockey,canada,qmjhl,1.40,131,91,1.3744,0.6947,-5.74000000000001,-0.0438,-0.1170,
hockey,canada,qmjhl,1.50,181,115,1.4614,0.6354,-12.41,-0.0686,-0.1486,
hockey,canada,u-sports,1.30,9,3,1.2433,0.3333,-5.19,-0.5767,-2.3699,
hockey,canada,u-sports,1.40,12,6,1.3300,0.5000,-4.14,-0.3450,-1.0455,
hockey,canada,u-sports,1.50,9,3,1.4700,0.3333,-4.65,-0.5167,-1.0993,
hockey,canada,whl,1.20,11,11,1.1500,1.0000,1.65,0.1500,1.0000,
hockey,canada,whl,1.30,99,77,1.2678,0.7778,-1.43,-0.0144,-0.0539,
hockey,canada,whl,1.40,88,66,1.3575,0.7500,0.990000000000007,0.0113,0.0315,
hockey,canada,whl,1.50,275,209,1.4552,0.7600,31.02,0.1128,0.2478,
hockey,czech-republic,2-liga-central,1.10,8,6,1.0900,0.7500,-1.44,-0.1800,-2.0000,
hockey,czech-republic,2-liga-central,1.20,18,16,1.1700,0.8889,0.719999999999999,0.0400,0.2353,
hockey,czech-republic,2-liga-central,1.30,2,2,1.2300,1.0000,0.46,0.2300,1.0000,
hockey,czech-republic,2-liga-central,1.40,6,4,1.3667,0.6667,-0.58,-0.0967,-0.2636,
hockey,czech-republic,2-liga-central,1.50,10,6,1.4640,0.6000,-1.28,-0.1280,-0.2759,
hockey,czech-republic,2-liga-east,1.10,13,13,1.0692,1.0000,0.900000000000001,0.0692,1.0000,
hockey,czech-republic,2-liga-east,1.20,21,17,1.1695,0.8095,-1.16,-0.0552,-0.3258,
hockey,czech-republic,2-liga-east,1.30,10,9,1.2420,0.9000,1.12,0.1120,0.4628,
hockey,czech-republic,2-liga-east,1.40,10,8,1.3530,0.8000,0.880000000000001,0.0880,0.2493,
hockey,czech-republic,2-liga-east,1.50,14,9,1.4436,0.6429,-0.97,-0.0693,-0.1562,
hockey,czech-republic,2-liga-play-offs,1.10,1,0,1.0800,0.0000,-1,-1.0000,-12.5000,
hockey,czech-republic,2-liga-play-offs,1.20,1,1,1.2000,1.0000,0.2,0.2000,1.0000,
hockey,czech-republic,2-liga-promotion-group,1.10,1,1,1.0900,1.0000,0.0900000000000001,0.0900,1.0000,
hockey,czech-republic,2-liga-promotion-group,1.20,3,2,1.1700,0.6667,-0.66,-0.2200,-1.2941,
hockey,czech-republic,2-liga-west,1.10,4,2,1.0850,0.5000,-1.82,-0.4550,-5.3529,
hockey,czech-republic,2-liga-west,1.20,13,11,1.1685,0.8462,-0.150000000000001,-0.0115,-0.0685,
hockey,czech-republic,2-liga-west,1.30,7,5,1.2629,0.7143,-0.64,-0.0914,-0.3478,
hockey,czech-republic,2-liga-west,1.40,11,7,1.3527,0.6364,-1.49,-0.1355,-0.3840,
hockey,czech-republic,2-liga-west,1.50,6,3,1.4783,0.5000,-1.59,-0.2650,-0.5540,
hockey,czech-republic,elj,1.20,3,3,1.1300,1.0000,0.39,0.1300,1.0000,
hockey,czech-republic,elj,1.30,12,6,1.2450,0.5000,-4.53,-0.3775,-1.5408,
hockey,czech-republic,elj,1.40,36,21,1.3533,0.5833,-7.67,-0.2131,-0.6030,
hockey,czech-republic,elj,1.50,20,14,1.4665,0.7000,0.39,0.0195,0.0418,
hockey,czech-republic,extraliga,1.10,15,15,1.1000,1.0000,1.5,0.1000,1.0000,
hockey,czech-republic,extraliga,1.20,44,33,1.1777,0.7500,-4.82,-0.1095,-0.6164,
hockey,czech-republic,extraliga,1.30,61,50,1.2580,0.8197,1.44,0.0236,0.0915,
hockey,czech-republic,extraliga,1.40,150,79,1.3711,0.5267,-41.63,-0.2775,-0.7478,
hockey,czech-republic,extraliga,1.50,423,267,1.4579,0.6312,-34.47,-0.0815,-0.1780,
hockey,czech-republic,tipsport-hockey-cup,1.20,1,0,1.2000,0.0000,-1,-1.0000,-5.0000,
hockey,czech-republic,tipsport-hockey-cup,1.30,7,5,1.2671,0.7143,-0.69,-0.0986,-0.3690,
hockey,czech-republic,tipsport-hockey-cup,1.40,3,2,1.3767,0.6667,-0.22,-0.0733,-0.1947,
hockey,czech-republic,tipsport-hockey-cup,1.50,6,4,1.4467,0.6667,-0.22,-0.0367,-0.0821,
hockey,czech-republic,wsm-liga,1.10,7,7,1.1000,1.0000,0.700000000000001,0.1000,1.0000,
hockey,czech-republic,wsm-liga,1.20,111,84,1.1738,0.7568,-12.39,-0.1116,-0.6423,
hockey,czech-republic,wsm-liga,1.30,294,238,1.2564,0.8095,4.21000000000002,0.0143,0.0558,
hockey,czech-republic,wsm-liga,1.40,272,228,1.3572,0.8382,38.33,0.1409,0.3945,
hockey,czech-republic,wsm-liga,1.50,389,274,1.4565,0.7044,9.81999999999996,0.0252,0.0553,
hockey,denmark,danish-cup,1.10,2,2,1.0900,1.0000,0.18,0.0900,1.0000,
hockey,denmark,danish-cup,1.20,6,4,1.1700,0.6667,-1.33,-0.2217,-1.3039,
hockey,denmark,danish-cup,1.30,6,6,1.2583,1.0000,1.55,0.2583,1.0000,
hockey,denmark,danish-cup,1.40,9,5,1.3800,0.5556,-2.06,-0.2289,-0.6023,
hockey,denmark,danish-cup,1.50,14,10,1.4650,0.7143,0.649999999999999,0.0464,0.0998,
hockey,denmark,metal-ligaen,1.10,25,25,1.0716,1.0000,1.79,0.0716,1.0000,
hockey,denmark,metal-ligaen,1.20,118,90,1.1571,0.7627,-13.9,-0.1178,-0.7497,
hockey,denmark,metal-ligaen,1.30,222,155,1.2532,0.6982,-28.07,-0.1264,-0.4995,
hockey,denmark,metal-ligaen,1.40,331,250,1.3600,0.7553,8.39000000000002,0.0253,0.0704,
