Sport,Country,League Name,Margin,Total Records,Success Records,Avg. Odd,Success Rate,Money Made,Money Per Game,Rate Of Available Money,Season
soccer,myanmar,national-league,1.30,12,12,1.2517,1.0000,3.02,0.2517,1.0000,
soccer,myanmar,national-league,1.40,15,8,1.3740,0.5333,-3.95,-0.2633,-0.7041,
soccer,myanmar,national-league,1.50,7,1,1.4271,0.1429,-5.59,-0.7986,-1.8696,
soccer,netherlands,eerste-divisie,1.20,74,71,1.1759,0.9595,9.41999999999999,0.1273,0.7235,
soccer,netherlands,eerste-divisie,1.30,230,163,1.2620,0.7087,-24.56,-0.1068,-0.4076,
soccer,netherlands,eerste-divisie,1.40,289,195,1.3573,0.6747,-25.51,-0.0883,-0.2471,
soccer,netherlands,eerste-divisie,1.50,355,221,1.4610,0.6225,-32.59,-0.0918,-0.1991,
soccer,netherlands,eredivisie-women,1.10,31,24,1.0561,0.7742,-5.58,-0.1800,-3.2069,
soccer,netherlands,eredivisie-women,1.20,43,38,1.1428,0.8837,0.479999999999998,0.0112,0.0782,
soccer,netherlands,eredivisie-women,1.30,24,12,1.2425,0.5000,-9.27,-0.3863,-1.5928,
soccer,netherlands,eredivisie-women,1.40,15,15,1.3633,1.0000,5.45,0.3633,1.0000,
soccer,netherlands,eredivisie-women,1.50,20,17,1.4630,0.8500,5,0.2500,0.5400,
soccer,netherlands,eredivisie,1.10,62,62,1.0797,1.0000,4.94,0.0797,1.0000,
soccer,netherlands,eredivisie,1.20,183,163,1.1602,0.8907,6.37999999999996,0.0349,0.2176,
soccer,netherlands,eredivisie,1.30,240,163,1.2471,0.6792,-37.65,-0.1569,-0.6349,
soccer,netherlands,eredivisie,1.40,193,140,1.3577,0.7254,-2.89999999999999,-0.0150,-0.0420,
soccer,netherlands,eredivisie,1.50,318,231,1.4563,0.7264,18.18,0.0572,0.1253,
soccer,netherlands,knvb-beker,1.10,140,131,1.0581,0.9357,-1.48,-0.0106,-0.1820,
soccer,netherlands,knvb-beker,1.20,126,101,1.1579,0.8016,-9.02,-0.0716,-0.4533,
soccer,netherlands,knvb-beker,1.30,125,90,1.2584,0.7200,-11.64,-0.0931,-0.3604,
soccer,netherlands,knvb-beker,1.40,113,76,1.3541,0.6726,-9.62,-0.0851,-0.2404,
soccer,netherlands,knvb-beker,1.50,84,57,1.4580,0.6786,-1.12,-0.0133,-0.0291,
soccer,netherlands,super-cup,1.40,2,0,1.3500,0.0000,-2,-1.0000,-2.8571,
soccer,netherlands,super-cup,1.50,1,0,1.4200,0.0000,-1,-1.0000,-2.3810,
soccer,netherlands,tweede-divisie,1.10,7,7,1.0600,1.0000,0.42,0.0600,1.0000,
soccer,netherlands,tweede-divisie,1.20,7,0,1.1800,0.0000,-7,-1.0000,-5.5556,
soccer,netherlands,tweede-divisie,1.40,35,0,1.3720,0.0000,-35,-1.0000,-2.6882,
soccer,netherlands,tweede-divisie,1.50,7,7,1.5000,1.0000,3.5,0.5000,1.0000,
soccer,new-zealand,football-championship,1.10,24,22,1.0733,0.9167,-0.379999999999999,-0.0158,-0.2159,
soccer,new-zealand,football-championship,1.20,56,52,1.1607,0.9286,4.26,0.0761,0.4733,
soccer,new-zealand,football-championship,1.30,74,58,1.2554,0.7838,-1.42,-0.0192,-0.0751,
soccer,new-zealand,football-championship,1.40,98,84,1.3598,0.8571,16.18,0.1651,0.4589,
soccer,new-zealand,football-championship,1.50,84,58,1.4548,0.6905,0.56,0.0067,0.0147,
soccer,nicaragua,primera-division,1.10,4,4,1.0550,1.0000,0.22,0.0550,1.0000,
soccer,nicaragua,primera-division,1.20,15,13,1.1453,0.8667,-0.140000000000001,-0.0093,-0.0642,
soccer,nicaragua,primera-division,1.30,3,3,1.2200,1.0000,0.66,0.2200,1.0000,
soccer,nicaragua,primera-division,1.40,18,13,1.3578,0.7222,-0.239999999999999,-0.0133,-0.0373,
soccer,nicaragua,primera-division,1.50,11,7,1.4536,0.6364,-0.68,-0.0618,-0.1363,
soccer,nigeria,premier-league,1.10,1,1,1.1000,1.0000,0.1,0.1000,1.0000,
soccer,nigeria,premier-league,1.20,65,41,1.1780,0.6308,-16.73,-0.2574,-1.4460,
soccer,nigeria,premier-league,1.30,168,122,1.2668,0.7262,-13.73,-0.0817,-0.3063,
soccer,nigeria,premier-league,1.40,118,102,1.3522,0.8644,19.72,0.1671,0.4745,
soccer,nigeria,premier-league,1.50,60,34,1.4595,0.5667,-10.77,-0.1795,-0.3906,
soccer,north-central-america,caribbean-cup,1.20,3,1,1.1767,0.3333,-1.83,-0.6100,-3.4528,
soccer,north-central-america,caribbean-cup,1.30,4,2,1.2400,0.5000,-1.51,-0.3775,-1.5729,
soccer,north-central-america,caribbean-cup,1.40,5,3,1.3640,0.6000,-0.9,-0.1800,-0.4945,
soccer,north-central-america,caribbean-cup,1.50,3,2,1.4867,0.6667,-0.03,-0.0100,-0.0205,
soccer,north-central-america,cfu-club-championship,1.10,2,2,1.0750,1.0000,0.15,0.0750,1.0000,
soccer,north-central-america,cfu-club-championship,1.20,1,0,1.2000,0.0000,-1,-1.0000,-5.0000,
soccer,north-central-america,cfu-club-championship,1.50,2,1,1.5000,0.5000,-0.5,-0.2500,-0.5000,
soccer,north-central-america,concacaf-champions-league,1.10,22,22,1.0527,1.0000,1.16,0.0527,1.0000,
soccer,north-central-america,concacaf-champions-league,1.20,86,82,1.1579,0.9535,8.91999999999999,0.1037,0.6568,
soccer,north-central-america,concacaf-champions-league,1.30,80,64,1.2530,0.8000,0.419999999999997,0.0052,0.0208,
soccer,north-central-america,concacaf-champions-league,1.40,82,62,1.3546,0.7561,2,0.0244,0.0688,
soccer,north-central-america,concacaf-champions-league,1.50,56,36,1.4368,0.6429,-4.26,-0.0761,-0.1742,
soccer,north-central-america,concacaf-championship-u17,1.10,10,10,1.0470,1.0000,0.47,0.0470,1.0000,
soccer,north-central-america,concacaf-championship-u17,1.20,6,4,1.1483,0.6667,-1.38,-0.2300,-1.5506,
soccer,north-central-america,concacaf-championship-u17,1.30,10,5,1.2510,0.5000,-3.85,-0.3850,-1.5339,
soccer,north-central-america,concacaf-championship-u17,1.40,8,6,1.3275,0.7500,-0.0299999999999996,-0.0037,-0.0115,
soccer,north-central-america,concacaf-championship-u17,1.50,3,2,1.4533,0.6667,-0.11,-0.0367,-0.0809,
soccer,north-central-america,concacaf-championship-u20,1.10,10,9,1.0440,0.9000,-0.6,-0.0600,-1.3636,
soccer,north-central-america,concacaf-championship-u20,1.20,15,12,1.1600,0.8000,-1.04,-0.0693,-0.4333,
soccer,north-central-america,concacaf-championship-u20,1.30,6,6,1.2517,1.0000,1.51,0.2517,1.0000,
soccer,north-central-america,concacaf-championship-u20,1.40,9,7,1.3589,0.7778,0.49,0.0544,0.1517,
soccer,north-central-america,concacaf-championship-u20,1.50,12,7,1.4517,0.5833,-1.85,-0.1542,-0.3413,
soccer,north-central-america,concacaf-championship-women-u17,1.10,1,1,1.0200,1.0000,0.02,0.0200,1.0000,
soccer,north-central-america,concacaf-championship-women-u17,1.20,1,1,1.1400,1.0000,0.14,0.1400,1.0000,
soccer,north-central-america,concacaf-championship-women-u17,1.30,1,0,1.2800,0.0000,-1,-1.0000,-3.5714,
soccer,north-central-america,concacaf-championship-women-u17,1.40,1,1,1.3300,1.0000,0.33,0.3300,1.0000,
soccer,north-central-america,concacaf-championship-women-u17,1.50,1,1,1.4400,1.0000,0.44,0.4400,1.0000,
soccer,north-central-america,concacaf-championship-women-u20,1.10,8,8,1.0388,1.0000,0.31,0.0388,1.0000,
soccer,north-central-america,concacaf-championship-women-u20,1.20,1,1,1.1600,1.0000,0.16,0.1600,1.0000,
soccer,north-central-america,concacaf-championship-women-u20,1.30,1,0,1.2200,0.0000,-1,-1.0000,-4.5455,
soccer,north-central-america,concacaf-championship-women-u20,1.40,2,1,1.3900,0.5000,-0.62,-0.3100,-0.7949,
soccer,north-central-america,concacaf-championship-women-u20,1.50,1,1,1.4200,1.0000,0.42,0.4200,1.0000,
soccer,north-central-america,concacaf-championship-women,1.10,11,11,1.0282,1.0000,0.31,0.0282,1.0000,
soccer,north-central-america,concacaf-championship-women,1.20,3,3,1.1667,1.0000,0.5,0.1667,1.0000,
soccer,north-central-america,concacaf-championship-women,1.30,4,3,1.2475,0.7500,-0.26,-0.0650,-0.2626,
soccer,north-central-america,concacaf-championship-women,1.40,3,1,1.3500,0.3333,-1.6,-0.5333,-1.5238,
soccer,north-central-america,concacaf-championship-women,1.50,2,1,1.4700,0.5000,-0.56,-0.2800,-0.5957,
soccer,north-central-america,concacaf-league,1.40,1,1,1.3400,1.0000,0.34,0.3400,1.0000,
soccer,north-central-america,concacaf-league,1.50,4,4,1.4450,1.0000,1.78,0.4450,1.0000,
soccer,north-central-america,copa-centroamericana,1.10,2,1,1.0750,0.5000,-0.92,-0.4600,-6.1333,
soccer,north-central-america,copa-centroamericana,1.20,6,6,1.1400,1.0000,0.84,0.1400,1.0000,
soccer,north-central-america,copa-centroamericana,1.30,7,6,1.2529,0.8571,0.54,0.0771,0.3051,
soccer,north-central-america,copa-centroamericana,1.40,5,5,1.3460,1.0000,1.73,0.3460,1.0000,
soccer,north-central-america,copa-centroamericana,1.50,3,1,1.4267,0.3333,-1.57,-0.5233,-1.2266,
soccer,north-central-america,gold-cup,1.10,12,12,1.0725,1.0000,0.870000000000001,0.0725,1.0000,
soccer,north-central-america,gold-cup,1.20,12,10,1.1517,0.8333,-0.48,-0.0400,-0.2637,
soccer,north-central-america,gold-cup,1.30,12,9,1.2700,0.7500,-0.58,-0.0483,-0.1790,
soccer,north-central-america,gold-cup,1.40,11,7,1.3436,0.6364,-1.61,-0.1464,-0.4259,
soccer,north-central-america,gold-cup,1.50,9,5,1.4478,0.5556,-1.79,-0.1989,-0.4442,
soccer,northern-ireland,irish-cup,1.10,22,21,1.0736,0.9545,0.570000000000001,0.0259,0.3519,
soccer,northern-ireland,irish-cup,1.20,21,18,1.1552,0.8571,-0.260000000000001,-0.0124,-0.0798,
soccer,northern-ireland,irish-cup,1.30,19,18,1.2563,0.9474,3.61,0.1900,0.7413,
soccer,northern-ireland,irish-cup,1.40,21,17,1.3519,0.8095,2.02,0.0962,0.2733,
soccer,northern-ireland,irish-cup,1.50,12,5,1.4367,0.4167,-4.74,-0.3950,-0.9046,
soccer,northern-ireland,irish-league-cup,1.10,17,15,1.0829,0.8824,-0.769999999999999,-0.0453,-0.5461,
soccer,northern-ireland,irish-league-cup,1.20,30,26,1.1530,0.8667,0.00999999999999845,0.0003,0.0022,
soccer,northern-ireland,irish-league-cup,1.30,24,17,1.2496,0.7083,-2.81,-0.1171,-0.4691,
soccer,northern-ireland,irish-league-cup,1.40,20,16,1.3515,0.8000,1.56,0.0780,0.2219,
soccer,northern-ireland,irish-league-cup,1.50,17,10,1.4541,0.5882,-2.49,-0.1465,-0.3225,
soccer,northern-ireland,nifl-championship,1.10,2,0,1.0800,0.0000,-2,-1.0000,-12.5000,
soccer,northern-ireland,nifl-championship,1.20,7,4,1.1771,0.5714,-2.36,-0.3371,-1.9032,
soccer,northern-ireland,nifl-championship,1.30,7,5,1.2743,0.7143,-0.64,-0.0914,-0.3333,
soccer,northern-ireland,nifl-championship,1.40,21,19,1.3633,0.9048,4.84,0.2305,0.6343,
soccer,northern-ireland,nifl-championship,1.50,9,4,1.4656,0.4444,-3.12,-0.3467,-0.7446,
soccer,northern-ireland,nifl-premiership,1.20,64,54,1.1655,0.8438,-1.16,-0.0181,-0.1095,
soccer,northern-ireland,nifl-premiership,1.30,113,79,1.2529,0.6991,-14.01,-0.1240,-0.4902,
soccer,northern-ireland,nifl-premiership,1.40,156,131,1.3691,0.8397,23.43,0.1502,0.4069,
soccer,northern-ireland,nifl-premiership,1.50,179,122,1.4660,0.6816,-0.0700000000000012,-0.0004,-0.0008,
soccer,norway,division-2-group-1,1.10,40,40,1.0650,1.0000,2.6,0.0650,1.0000,
soccer,norway,division-2-group-1,1.20,101,90,1.1607,0.8911,3.45,0.0342,0.2126,
soccer,norway,division-2-group-1,1.30,120,100,1.2533,0.8333,4.92,0.0410,0.1618,
soccer,norway,division-2-group-1,1.40,153,103,1.3545,0.6732,-13.53,-0.0884,-0.2494,
soccer,norway,division-2-group-1,1.50,178,132,1.4504,0.7416,13.2,0.0742,0.1646,
soccer,norway,division-2-group-2,1.10,36,32,1.0656,0.8889,-1.92,-0.0533,-0.8136,
soccer,norway,division-2-group-2,1.20,104,92,1.1574,0.8846,2.29,0.0220,0.1399,
soccer,norway,division-2-group-2,1.30,149,125,1.2575,0.8389,8.73,0.0586,0.2275,
soccer,norway,division-2-group-2,1.40,181,119,1.3589,0.6575,-19.8,-0.1094,-0.3048,
soccer,norway,division-2-group-2,1.50,126,62,1.4640,0.4921,-35.42,-0.2811,-0.6059,
soccer,norway,division-2-group-3,1.10,12,12,1.0867,1.0000,1.04,0.0867,1.0000,
soccer,norway,division-2-group-3,1.20,52,44,1.1692,0.8462,-0.600000000000004,-0.0115,-0.0682,
soccer,norway,division-2-group-3,1.30,120,88,1.2457,0.7333,-10.68,-0.0890,-0.3623,
soccer,norway,division-2-group-3,1.40,140,100,1.3554,0.7143,-4.28,-0.0306,-0.0860,
soccer,norway,division-2-group-3,1.50,180,128,1.4562,0.7111,6.59999999999999,0.0367,0.0804,
soccer,norway,division-2-group-4,1.10,61,57,1.0587,0.9344,-0.699999999999997,-0.0115,-0.1955,
soccer,norway,division-2-group-4,1.20,93,85,1.1699,0.9140,6.24,0.0671,0.3949,
soccer,norway,division-2-group-4,1.30,112,88,1.2507,0.7857,-2.28,-0.0204,-0.0812,
soccer,norway,division-2-group-4,1.40,126,106,1.3537,0.8413,17.49,0.1388,0.3924,
soccer,norway,division-2-group-4,1.50,158,114,1.4568,0.7215,8.89,0.0563,0.1232,
soccer,norway,eliteserien,1.20,9,9,1.1700,1.0000,1.53,0.1700,1.0000,
soccer,norway,eliteserien,1.30,125,83,1.2610,0.6640,-20.36,-0.1629,-0.6242,
soccer,norway,eliteserien,1.40,163,125,1.3629,0.7669,7.56,0.0464,0.1278,
soccer,norway,eliteserien,1.50,215,144,1.4522,0.6698,-6.52000000000001,-0.0303,-0.0671,
soccer,norway,junior-elite-tournament,1.20,1,0,1.1700,0.0000,-1,-1.0000,-5.8824,
soccer,norway,junior-elite-tournament,1.30,2,1,1.2950,0.5000,-0.7,-0.3500,-1.1864,
soccer,norway,junior-elite-tournament,1.40,4,4,1.3625,1.0000,1.45,0.3625,1.0000,
soccer,norway,junior-elite-tournament,1.50,4,2,1.5000,0.5000,-1,-0.2500,-0.5000,
soccer,norway,junior-u19,1.10,36,36,1.0558,1.0000,2.01,0.0558,1.0000,
soccer,norway,junior-u19,1.20,24,18,1.1525,0.7500,-3.3,-0.1375,-0.9016,
soccer,norway,junior-u19,1.30,18,15,1.2511,0.8333,0.74,0.0411,0.1637,
soccer,norway,junior-u19,1.40,9,3,1.3267,0.3333,-4.98,-0.5533,-1.6939,
soccer,norway,junior-u19,1.50,6,3,1.4800,0.5000,-1.59,-0.2650,-0.5521,
soccer,norway,nm-cup,1.10,172,158,1.0679,0.9186,-3.15999999999999,-0.0184,-0.2705,
soccer,norway,nm-cup,1.20,337,269,1.1550,0.7982,-25.97,-0.0771,-0.4972,
soccer,norway,nm-cup,1.30,237,164,1.2579,0.6920,-30.5,-0.1287,-0.4989,
soccer,norway,nm-cup,1.40,185,114,1.3545,0.6162,-30.6,-0.1654,-0.4665,
soccer,norway,nm-cup,1.50,201,151,1.4512,0.7512,18.15,0.0903,0.2001,
soccer,norway,norway-cup-women,1.10,37,36,1.0527,0.9730,0.900000000000002,0.0243,0.4615,
soccer,norway,norway-cup-women,1.20,16,14,1.1581,0.8750,0.23,0.0144,0.0909,
soccer,norway,norway-cup-women,1.30,9,9,1.2600,1.0000,2.34,0.2600,1.0000,
soccer,norway,norway-cup-women,1.40,14,11,1.3457,0.7857,0.840000000000001,0.0600,0.1736,
soccer,norway,norway-cup-women,1.50,12,8,1.4633,0.6667,-0.29,-0.0242,-0.0522,
soccer,norway,obos-ligaen,1.10,10,5,1.0800,0.5000,-4.5,-0.4500,-5.6250,
soccer,norway,obos-ligaen,1.20,70,50,1.1600,0.7143,-12.45,-0.1779,-1.1116,
soccer,norway,obos-ligaen,1.30,159,134,1.2580,0.8428,9.52000000000001,0.0599,0.2321,
soccer,norway,obos-ligaen,1.40,203,153,1.3649,0.7537,6.27,0.0309,0.0846,
soccer,norway,obos-ligaen,1.50,266,174,1.4528,0.6541,-13.57,-0.0510,-0.1127,
soccer,norway,toppserien-women,1.10,178,161,1.0566,0.9045,-8.18000000000001,-0.0460,-0.8123,
soccer,norway,toppserien-women,1.20,162,143,1.1525,0.8827,2.59,0.0160,0.1049,
soccer,norway,toppserien-women,1.30,116,90,1.2540,0.7759,-3.25,-0.0280,-0.1103,
soccer,norway,toppserien-women,1.40,110,77,1.3525,0.7000,-5.89,-0.0535,-0.1519,
soccer,norway,toppserien-women,1.50,110,68,1.4675,0.6182,-9.92999999999999,-0.0903,-0.1931,
soccer,oman,professional-league,1.30,12,12,1.2400,1.0000,2.88,0.2400,1.0000,
soccer,oman,professional-league,1.40,46,34,1.3557,0.7391,-0.0799999999999967,-0.0017,-0.0049,
soccer,oman,professional-league,1.50,50,23,1.4632,0.4600,-16.13,-0.3226,-0.6965,
soccer,oman,sultan-cup,1.20,3,2,1.1700,0.6667,-0.68,-0.2267,-1.3333,
soccer,oman,sultan-cup,1.30,6,4,1.2583,0.6667,-1.01,-0.1683,-0.6516,
soccer,oman,sultan-cup,1.40,6,5,1.3600,0.8333,0.76,0.1267,0.3519,
soccer,oman,sultan-cup,1.50,4,3,1.4475,0.7500,0.36,0.0900,0.2011,
soccer,pakistan,premier-league,1.10,4,2,1.0950,0.5000,-1.82,-0.4550,-4.7895,
soccer,pakistan,premier-league,1.20,4,4,1.1550,1.0000,0.62,0.1550,1.0000,
soccer,pakistan,premier-league,1.30,5,5,1.2420,1.0000,1.21,0.2420,1.0000,
soccer,pakistan,premier-league,1.40,7,7,1.3700,1.0000,2.59,0.3700,1.0000,
soccer,pakistan,premier-league,1.50,10,8,1.4810,0.8000,1.92,0.1920,0.3992,
soccer,palestine,west-bank-league,1.20,1,0,1.1600,0.0000,-1,-1.0000,-6.2500,
soccer,palestine,west-bank-league,1.40,1,1,1.3300,1.0000,0.33,0.3300,1.0000,
soccer,palestine,west-bank-league,1.50,2,1,1.4700,0.5000,-0.56,-0.2800,-0.5957,
soccer,panama,lpf,1.40,4,0,1.3900,0.0000,-4,-1.0000,-2.5641,
soccer,panama,lpf,1.50,8,4,1.4500,0.5000,-2.2,-0.2750,-0.6111,
soccer,paraguay,primera-division,1.20,12,6,1.1650,0.5000,-5.1,-0.4250,-2.5758,
soccer,paraguay,primera-division,1.30,107,95,1.2623,0.8879,12.92,0.1207,0.4603,
soccer,paraguay,primera-division,1.40,94,70,1.3553,0.7447,0.970000000000002,0.0103,0.0290,
soccer,paraguay,primera-division,1.50,229,110,1.4553,0.4803,-69.03,-0.3014,-0.6621,
soccer,peru,copa-inca,1.20,2,2,1.2000,1.0000,0.4,0.2000,1.0000,
soccer,peru,copa-inca,1.30,19,19,1.2442,1.0000,4.64,0.2442,1.0000,
soccer,peru,copa-inca,1.40,15,12,1.3440,0.8000,1.05,0.0700,0.2035,
soccer,peru,copa-inca,1.50,18,14,1.4744,0.7778,2.7,0.1500,0.3162,
soccer,peru,copa-peru,1.30,2,1,1.2500,0.5000,-0.79,-0.3950,-1.5800,
soccer,peru,copa-peru,1.50,1,0,1.4400,0.0000,-1,-1.0000,-2.2727,
soccer,peru,primera-division,1.10,4,4,1.0100,1.0000,0.04,0.0100,1.0000,
soccer,peru,primera-division,1.20,52,44,1.1688,0.8462,-0.420000000000004,-0.0081,-0.0478,
soccer,peru,primera-division,1.30,140,122,1.2668,0.8714,14.46,0.1033,0.3871,
soccer,peru,primera-division,1.40,260,185,1.3651,0.7115,-7.98999999999998,-0.0307,-0.0842,
soccer,peru,primera-division,1.50,375,251,1.4507,0.6693,-9.99,-0.0266,-0.0591,
soccer,peru,segunda-division,1.20,11,5,1.1709,0.4545,-5.2,-0.4727,-2.7660,
soccer,peru,segunda-division,1.30,12,6,1.2450,0.5000,-4.5,-0.3750,-1.5306,
soccer,peru,segunda-division,1.40,44,36,1.3589,0.8182,5.1,0.1159,0.3230,
soccer,peru,segunda-division,1.50,36,22,1.4525,0.6111,-4.25,-0.1181,-0.2609,
soccer,philippines,pfl,1.10,76,64,1.0411,0.8421,-9.26,-0.1218,-2.9679,
soccer,philippines,pfl,1.20,56,44,1.1454,0.7857,-5.52,-0.0986,-0.6781,
soccer,philippines,pfl,1.30,54,36,1.2459,0.6667,-9.14,-0.1693,-0.6883,
soccer,philippines,pfl,1.40,38,24,1.3574,0.6316,-5.52,-0.1453,-0.4065,
soccer,philippines,pfl,1.50,20,10,1.4510,0.5000,-5.48,-0.2740,-0.6075,
soccer,poland,division-1,1.20,14,7,1.1750,0.5000,-5.95,-0.4250,-2.4286,
soccer,poland,division-1,1.30,93,50,1.2590,0.5376,-30.15,-0.3242,-1.2516,
soccer,poland,division-1,1.40,178,107,1.3584,0.6011,-33.1800000000001,-0.1864,-0.5201,
soccer,poland,division-1,1.50,246,169,1.4618,0.6870,0.989999999999996,0.0040,0.0087,
soccer,poland,division-2-east,1.20,7,7,1.1800,1.0000,1.26,0.1800,1.0000,
soccer,poland,division-2-east,1.30,10,2,1.2790,0.2000,-7.44,-0.7440,-2.6667,
soccer,poland,division-2-east,1.40,66,53,1.3721,0.8030,6.83,0.1035,0.2781,
soccer,poland,division-2-east,1.50,25,9,1.4532,0.3600,-11.88,-0.4752,-1.0485,
soccer,poland,division-2-west,1.20,1,1,1.2000,1.0000,0.2,0.2000,1.0000,
soccer,poland,division-2-west,1.30,7,6,1.2843,0.8571,0.74,0.1057,0.3719,
soccer,poland,division-2-west,1.40,53,23,1.3615,0.4340,-21.46,-0.4049,-1.1200,
soccer,poland,division-2-west,1.50,46,34,1.4583,0.7391,3.8,0.0826,0.1803,
soccer,poland,division-2,1.30,7,0,1.2400,0.0000,-7,-1.0000,-4.1667,
soccer,poland,division-2,1.40,27,13,1.3667,0.4815,-9.14,-0.3385,-0.9232,
soccer,poland,division-2,1.50,25,6,1.4660,0.2400,-16.42,-0.6568,-1.4094,
soccer,poland,ekstraklasa,1.20,61,58,1.1752,0.9508,7.09,0.1162,0.6632,
soccer,poland,ekstraklasa,1.30,127,119,1.2548,0.9370,21.96,0.1729,0.6786,
soccer,poland,ekstraklasa,1.40,137,78,1.3649,0.5693,-30.8,-0.2248,-0.6161,
soccer,poland,ekstraklasa,1.50,138,96,1.4501,0.6957,1.67000000000002,0.0121,0.0269,
soccer,poland,iii-liga-group-i,1.10,4,4,1.0500,1.0000,0.2,0.0500,1.0000,
soccer,poland,iii-liga-group-i,1.20,8,8,1.1800,1.0000,1.44,0.1800,1.0000,
soccer,poland,iii-liga-group-i,1.30,6,6,1.2533,1.0000,1.52,0.2533,1.0000,
soccer,poland,iii-liga-group-i,1.40,2,2,1.3500,1.0000,0.7,0.3500,1.0000,
soccer,poland,iii-liga-group-i,1.50,2,0,1.4400,0.0000,-2,-1.0000,-2.2727,
soccer,poland,iii-liga-group-ii,1.20,2,2,1.1550,1.0000,0.31,0.1550,1.0000,
soccer,poland,iii-liga-group-ii,1.30,3,3,1.2700,1.0000,0.81,0.2700,1.0000,
soccer,poland,iii-liga-group-ii,1.40,3,1,1.3300,0.3333,-1.66,-0.5533,-1.6768,
soccer,poland,iii-liga-group-ii,1.50,2,1,1.4300,0.5000,-0.56,-0.2800,-0.6512,
soccer,poland,iii-liga-group-iii,1.10,1,1,1.1000,1.0000,0.1,0.1000,1.0000,
soccer,poland,iii-liga-group-iii,1.30,6,6,1.2633,1.0000,1.58,0.2633,1.0000,
soccer,poland,iii-liga-group-iii,1.40,10,6,1.3680,0.6000,-1.82,-0.1820,-0.4946,
soccer,poland,iii-liga-group-iii,1.50,8,8,1.4325,1.0000,3.46,0.4325,1.0000,
soccer,poland,iii-liga-group-iv,1.20,5,3,1.1680,0.6000,-1.56,-0.3120,-1.8571,
soccer,poland,iii-liga-group-iv,1.30,15,11,1.2500,0.7333,-1.27,-0.0847,-0.3387,
soccer,poland,iii-liga-group-iv,1.40,3,1,1.3433,0.3333,-1.67,-0.5567,-1.6214,
soccer,poland,iii-liga-group-iv,1.50,10,7,1.4500,0.7000,0.149999999999999,0.0150,0.0333,
soccer,poland,iii-liga-group-vi,1.30,1,1,1.2100,1.0000,0.21,0.2100,1.0000,
soccer,poland,iii-liga-group-vii,1.10,2,2,1.0900,1.0000,0.18,0.0900,1.0000,
soccer,poland,iii-liga-group-vii,1.20,3,3,1.1600,1.0000,0.48,0.1600,1.0000,
soccer,poland,iii-liga-group-vii,1.50,3,2,1.5000,0.6667,0,0.0000,0.0000,
soccer,poland,iii-liga-group-viii,1.20,2,2,1.1600,1.0000,0.32,0.1600,1.0000,
soccer,poland,iii-liga-group-viii,1.30,4,3,1.2700,0.7500,-0.22,-0.0550,-0.2037,
soccer,poland,iii-liga-group-viii,1.40,1,0,1.3300,0.0000,-1,-1.0000,-3.0303,
soccer,poland,iii-liga-group-viii,1.50,1,0,1.4600,0.0000,-1,-1.0000,-2.1739,
soccer,poland,league-cup,1.40,2,2,1.3800,1.0000,0.76,0.3800,1.0000,
soccer,poland,league-cup,1.50,6,4,1.4800,0.6667,-0.0800000000000001,-0.0133,-0.0278,
soccer,poland,mloda-ekstraklasa-u21,1.10,5,5,1.0800,1.0000,0.4,0.0800,1.0000,
soccer,poland,mloda-ekstraklasa-u21,1.20,10,10,1.1750,1.0000,1.75,0.1750,1.0000,
soccer,poland,mloda-ekstraklasa-u21,1.30,40,30,1.2638,0.7500,-1.85,-0.0463,-0.1754,
soccer,poland,mloda-ekstraklasa-u21,1.40,50,45,1.3350,0.9000,10,0.2000,0.5970,
soccer,poland,mloda-ekstraklasa-u21,1.50,87,66,1.4546,0.7586,8.99999999999999,0.1034,0.2276,
soccer,poland,polish-cup,1.10,8,6,1.0700,0.7500,-1.59,-0.1988,-2.8393,
soccer,poland,polish-cup,1.20,24,19,1.1779,0.7917,-1.57,-0.0654,-0.3677,
soccer,poland,polish-cup,1.30,42,29,1.2621,0.6905,-5.58,-0.1329,-0.5068,
soccer,poland,polish-cup,1.40,52,31,1.3652,0.5962,-9.88,-0.1900,-0.5203,
soccer,poland,polish-cup,1.50,63,38,1.4556,0.6032,-7.37,-0.1170,-0.2568,
soccer,poland,super-cup,1.40,1,0,1.3800,0.0000,-1,-1.0000,-2.6316,
soccer,portugal,campeonato-de-portugal-prio,1.10,10,10,1.1000,1.0000,1,0.1000,1.0000,
soccer,portugal,campeonato-de-portugal-prio,1.30,7,7,1.2157,1.0000,1.51,0.2157,1.0000,
soccer,portugal,campeonato-de-portugal-prio,1.40,19,7,1.3832,0.3684,-9.48,-0.4989,-1.3022,
soccer,portugal,campeonato-de-portugal-prio,1.50,22,11,1.4764,0.5000,-5.56,-0.2527,-0.5305,
soccer,portugal,league-cup,1.10,7,7,1.0929,1.0000,0.650000000000001,0.0929,1.0000,
soccer,portugal,league-cup,1.20,27,26,1.1593,0.9630,3.18,0.1178,0.7395,
soccer,portugal,league-cup,1.30,36,28,1.2569,0.7778,-0.83,-0.0231,-0.0897,
soccer,portugal,league-cup,1.40,47,36,1.3577,0.7660,1.9,0.0404,0.1130,
soccer,portugal,league-cup,1.50,40,28,1.4640,0.7000,0.91,0.0228,0.0490,
soccer,portugal,primeira-liga,1.10,61,61,1.0675,1.0000,4.12,0.0675,1.0000,
soccer,portugal,primeira-liga,1.20,170,141,1.1566,0.8294,-7.33,-0.0431,-0.2753,
